step,district_policies
210,"{0: {'lockdown': False, 'mask': True}, 1: {'lockdown': False, 'mask': True}, 2: {'lockdown': False, 'mask': True}, 3: {'lockdown': False, 'mask': True}, 4: {'lockdown': False, 'mask': True}, 5: {'lockdown': False, 'mask': True}, 6: {'lockdown': False, 'mask': True}, 7: {'lockdown': False, 'mask': True}, 8: {'lockdown': False, 'mask': True}, 9: {'lockdown': False, 'mask': True}, 10: {'lockdown': False, 'mask': True}, 11: {'lockdown': False, 'mask': True}, 12: {'lockdown': False, 'mask': True}, 13: {'lockdown': False, 'mask': True}, 14: {'lockdown': False, 'mask': True}, 15: {'lockdown': False, 'mask': True}, 16: {'lockdown': False, 'mask': True}, 17: {'lockdown': False, 'mask': True}, 18: {'lockdown': False, 'mask': True}, 19: {'lockdown': False, 'mask': True}, 20: {'lockdown': False, 'mask': True}, 21: {'lockdown': False, 'mask': True}, 22: {'lockdown': False, 'mask': True}, 23: {'lockdown': False, 'mask': True}, 24: {'lockdown': False, 'mask': True}}"
211,"{0: {'lockdown': False, 'mask': True}, 1: {'lockdown': False, 'mask': True}, 2: {'lockdown': False, 'mask': True}, 3: {'lockdown': False, 'mask': True}, 4: {'lockdown': False, 'mask': True}, 5: {'lockdown': False, 'mask': True}, 6: {'lockdown': False, 'mask': True}, 7: {'lockdown': False, 'mask': True}, 8: {'lockdown': False, 'mask': True}, 9: {'lockdown': False, 'mask': True}, 10: {'lockdown': False, 'mask': True}, 11: {'lockdown': False, 'mask': True}, 12: {'lockdown': False, 'mask': True}, 13: {'lockdown': False, 'mask': True}, 14: {'lockdown': False, 'mask': True}, 15: {'lockdown': False, 'mask': True}, 16: {'lockdown': False, 'mask': True}, 17: {'lockdown': False, 'mask': True}, 18: {'lockdown': False, 'mask': True}, 19: {'lockdown': False, 'mask': True}, 20: {'lockdown': False, 'mask': True}, 21: {'lockdown': False, 'mask': True}, 22: {'lockdown': False, 'mask': True}, 23: {'lockdown': False, 'mask': True}, 24: {'lockdown': False, 'mask': True}}"
212,"{0: {'lockdown': False, 'mask': True}, 1: {'lockdown': False, 'mask': True}, 2: {'lockdown': False, 'mask': True}, 3: {'lockdown': False, 'mask': True}, 4: {'lockdown': False, 'mask': True}, 5: {'lockdown': False, 'mask': True}, 6: {'lockdown': False, 'mask': True}, 7: {'lockdown': False, 'mask': True}, 8: {'lockdown': False, 'mask': True}, 9: {'lockdown': False, 'mask': True}, 10: {'lockdown': False, 'mask': True}, 11: {'lockdown': False, 'mask': True}, 12: {'lockdown': False, 'mask': True}, 13: {'lockdown': False, 'mask': True}, 14: {'lockdown': False, 'mask': True}, 15: {'lockdown': False, 'mask': True}, 16: {'lockdown': False, 'mask': True}, 17: {'lockdown': False, 'mask': True}, 18: {'lockdown': False, 'mask': True}, 19: {'lockdown': False, 'mask': True}, 20: {'lockdown': False, 'mask': True}, 21: {'lockdown': False, 'mask': True}, 22: {'lockdown': False, 'mask': True}, 23: {'lockdown': False, 'mask': True}, 24: {'lockdown': False, 'mask': True}}"
213,"{0: {'lockdown': False, 'mask': True}, 1: {'lockdown': False, 'mask': True}, 2: {'lockdown': False, 'mask': True}, 3: {'lockdown': False, 'mask': True}, 4: {'lockdown': False, 'mask': True}, 5: {'lockdown': False, 'mask': True}, 6: {'lockdown': False, 'mask': True}, 7: {'lockdown': False, 'mask': True}, 8: {'lockdown': False, 'mask': True}, 9: {'lockdown': False, 'mask': True}, 10: {'lockdown': False, 'mask': True}, 11: {'lockdown': False, 'mask': True}, 12: {'lockdown': False, 'mask': True}, 13: {'lockdown': False, 'mask': True}, 14: {'lockdown': False, 'mask': True}, 15: {'lockdown': False, 'mask': True}, 16: {'lockdown': False, 'mask': True}, 17: {'lockdown': False, 'mask': True}, 18: {'lockdown': False, 'mask': True}, 19: {'lockdown': False, 'mask': True}, 20: {'lockdown': False, 'mask': True}, 21: {'lockdown': False, 'mask': True}, 22: {'lockdown': False, 'mask': True}, 23: {'lockdown': False, 'mask': True}, 24: {'lockdown': False, 'mask': True}}"
214,"{0: {'lockdown': False, 'mask': True}, 1: {'lockdown': False, 'mask': True}, 2: {'lockdown': False, 'mask': True}, 3: {'lockdown': False, 'mask': True}, 4: {'lockdown': False, 'mask': True}, 5: {'lockdown': False, 'mask': True}, 6: {'lockdown': False, 'mask': True}, 7: {'lockdown': False, 'mask': True}, 8: {'lockdown': False, 'mask': True}, 9: {'lockdown': False, 'mask': True}, 10: {'lockdown': False, 'mask': True}, 11: {'lockdown': False, 'mask': True}, 12: {'lockdown': False, 'mask': True}, 13: {'lockdown': False, 'mask': True}, 14: {'lockdown': False, 'mask': True}, 15: {'lockdown': False, 'mask': True}, 16: {'lockdown': False, 'mask': True}, 17: {'lockdown': False, 'mask': True}, 18: {'lockdown': False, 'mask': True}, 19: {'lockdown': False, 'mask': True}, 20: {'lockdown': False, 'mask': True}, 21: {'lockdown': False, 'mask': True}, 22: {'lockdown': False, 'mask': True}, 23: {'lockdown': False, 'mask': True}, 24: {'lockdown': False, 'mask': True}}"
215,"{0: {'lockdown': False, 'mask': True}, 1: {'lockdown': False, 'mask': True}, 2: {'lockdown': False, 'mask': True}, 3: {'lockdown': False, 'mask': True}, 4: {'lockdown': False, 'mask': True}, 5: {'lockdown': False, 'mask': True}, 6: {'lockdown': False, 'mask': True}, 7: {'lockdown': False, 'mask': True}, 8: {'lockdown': False, 'mask': True}, 9: {'lockdown': False, 'mask': True}, 10: {'lockdown': False, 'mask': True}, 11: {'lockdown': False, 'mask': True}, 12: {'lockdown': False, 'mask': True}, 13: {'lockdown': False, 'mask': True}, 14: {'lockdown': False, 'mask': True}, 15: {'lockdown': False, 'mask': True}, 16: {'lockdown': False, 'mask': True}, 17: {'lockdown': False, 'mask': True}, 18: {'lockdown': False, 'mask': True}, 19: {'lockdown': False, 'mask': True}, 20: {'lockdown': False, 'mask': True}, 21: {'lockdown': False, 'mask': True}, 22: {'lockdown': False, 'mask': True}, 23: {'lockdown': False, 'mask': True}, 24: {'lockdown': False, 'mask': True}}"
216,"{0: {'lockdown': False, 'mask': True}, 1: {'lockdown': False, 'mask': True}, 2: {'lockdown': False, 'mask': True}, 3: {'lockdown': False, 'mask': True}, 4: {'lockdown': False, 'mask': True}, 5: {'lockdown': False, 'mask': True}, 6: {'lockdown': False, 'mask': True}, 7: {'lockdown': False, 'mask': True}, 8: {'lockdown': False, 'mask': True}, 9: {'lockdown': False, 'mask': True}, 10: {'lockdown': False, 'mask': True}, 11: {'lockdown': False, 'mask': True}, 12: {'lockdown': False, 'mask': True}, 13: {'lockdown': False, 'mask': True}, 14: {'lockdown': False, 'mask': True}, 15: {'lockdown': False, 'mask': True}, 16: {'lockdown': False, 'mask': True}, 17: {'lockdown': False, 'mask': True}, 18: {'lockdown': False, 'mask': True}, 19: {'lockdown': False, 'mask': True}, 20: {'lockdown': False, 'mask': True}, 21: {'lockdown': False, 'mask': True}, 22: {'lockdown': False, 'mask': True}, 23: {'lockdown': False, 'mask': True}, 24: {'lockdown': False, 'mask': True}}"
217,"{0: {'lockdown': False, 'mask': True}, 1: {'lockdown': False, 'mask': True}, 2: {'lockdown': False, 'mask': True}, 3: {'lockdown': False, 'mask': True}, 4: {'lockdown': False, 'mask': True}, 5: {'lockdown': False, 'mask': True}, 6: {'lockdown': False, 'mask': True}, 7: {'lockdown': False, 'mask': True}, 8: {'lockdown': False, 'mask': True}, 9: {'lockdown': False, 'mask': True}, 10: {'lockdown': False, 'mask': True}, 11: {'lockdown': False, 'mask': True}, 12: {'lockdown': False, 'mask': True}, 13: {'lockdown': False, 'mask': True}, 14: {'lockdown': False, 'mask': True}, 15: {'lockdown': False, 'mask': True}, 16: {'lockdown': False, 'mask': True}, 17: {'lockdown': False, 'mask': True}, 18: {'lockdown': False, 'mask': True}, 19: {'lockdown': False, 'mask': True}, 20: {'lockdown': False, 'mask': True}, 21: {'lockdown': False, 'mask': True}, 22: {'lockdown': False, 'mask': True}, 23: {'lockdown': False, 'mask': True}, 24: {'lockdown': False, 'mask': True}}"
218,"{0: {'lockdown': False, 'mask': True}, 1: {'lockdown': False, 'mask': True}, 2: {'lockdown': False, 'mask': True}, 3: {'lockdown': False, 'mask': True}, 4: {'lockdown': False, 'mask': True}, 5: {'lockdown': False, 'mask': True}, 6: {'lockdown': False, 'mask': True}, 7: {'lockdown': False, 'mask': True}, 8: {'lockdown': False, 'mask': True}, 9: {'lockdown': False, 'mask': True}, 10: {'lockdown': False, 'mask': True}, 11: {'lockdown': False, 'mask': True}, 12: {'lockdown': False, 'mask': True}, 13: {'lockdown': False, 'mask': True}, 14: {'lockdown': False, 'mask': True}, 15: {'lockdown': False, 'mask': True}, 16: {'lockdown': False, 'mask': True}, 17: {'lockdown': False, 'mask': True}, 18: {'lockdown': False, 'mask': True}, 19: {'lockdown': False, 'mask': True}, 20: {'lockdown': False, 'mask': True}, 21: {'lockdown': False, 'mask': True}, 22: {'lockdown': False, 'mask': True}, 23: {'lockdown': False, 'mask': True}, 24: {'lockdown': False, 'mask': True}}"
219,"{0: {'lockdown': False, 'mask': True}, 1: {'lockdown': False, 'mask': True}, 2: {'lockdown': False, 'mask': True}, 3: {'lockdown': False, 'mask': True}, 4: {'lockdown': False, 'mask': True}, 5: {'lockdown': False, 'mask': True}, 6: {'lockdown': False, 'mask': True}, 7: {'lockdown': False, 'mask': True}, 8: {'lockdown': False, 'mask': True}, 9: {'lockdown': False, 'mask': True}, 10: {'lockdown': False, 'mask': True}, 11: {'lockdown': False, 'mask': True}, 12: {'lockdown': False, 'mask': True}, 13: {'lockdown': False, 'mask': True}, 14: {'lockdown': False, 'mask': True}, 15: {'lockdown': False, 'mask': True}, 16: {'lockdown': False, 'mask': True}, 17: {'lockdown': False, 'mask': True}, 18: {'lockdown': False, 'mask': True}, 19: {'lockdown': False, 'mask': True}, 20: {'lockdown': False, 'mask': True}, 21: {'lockdown': False, 'mask': True}, 22: {'lockdown': False, 'mask': True}, 23: {'lockdown': False, 'mask': True}, 24: {'lockdown': False, 'mask': True}}"
220,"{0: {'lockdown': False, 'mask': True}, 1: {'lockdown': False, 'mask': True}, 2: {'lockdown': False, 'mask': True}, 3: {'lockdown': False, 'mask': True}, 4: {'lockdown': False, 'mask': True}, 5: {'lockdown': False, 'mask': True}, 6: {'lockdown': False, 'mask': True}, 7: {'lockdown': False, 'mask': True}, 8: {'lockdown': False, 'mask': True}, 9: {'lockdown': False, 'mask': True}, 10: {'lockdown': False, 'mask': True}, 11: {'lockdown': False, 'mask': True}, 12: {'lockdown': False, 'mask': True}, 13: {'lockdown': False, 'mask': True}, 14: {'lockdown': False, 'mask': True}, 15: {'lockdown': False, 'mask': True}, 16: {'lockdown': False, 'mask': True}, 17: {'lockdown': False, 'mask': True}, 18: {'lockdown': False, 'mask': True}, 19: {'lockdown': False, 'mask': True}, 20: {'lockdown': False, 'mask': True}, 21: {'lockdown': False, 'mask': True}, 22: {'lockdown': False, 'mask': True}, 23: {'lockdown': False, 'mask': True}, 24: {'lockdown': False, 'mask': True}}"
221,"{0: {'lockdown': False, 'mask': True}, 1: {'lockdown': False, 'mask': True}, 2: {'lockdown': False, 'mask': True}, 3: {'lockdown': False, 'mask': True}, 4: {'lockdown': False, 'mask': True}, 5: {'lockdown': False, 'mask': True}, 6: {'lockdown': False, 'mask': True}, 7: {'lockdown': False, 'mask': True}, 8: {'lockdown': False, 'mask': True}, 9: {'lockdown': False, 'mask': True}, 10: {'lockdown': False, 'mask': True}, 11: {'lockdown': False, 'mask': True}, 12: {'lockdown': False, 'mask': True}, 13: {'lockdown': False, 'mask': True}, 14: {'lockdown': False, 'mask': True}, 15: {'lockdown': False, 'mask': True}, 16: {'lockdown': False, 'mask': True}, 17: {'lockdown': False, 'mask': True}, 18: {'lockdown': False, 'mask': True}, 19: {'lockdown': False, 'mask': True}, 20: {'lockdown': False, 'mask': True}, 21: {'lockdown': False, 'mask': True}, 22: {'lockdown': False, 'mask': True}, 23: {'lockdown': False, 'mask': True}, 24: {'lockdown': False, 'mask': True}}"
222,"{0: {'lockdown': False, 'mask': True}, 1: {'lockdown': False, 'mask': True}, 2: {'lockdown': False, 'mask': True}, 3: {'lockdown': False, 'mask': True}, 4: {'lockdown': False, 'mask': True}, 5: {'lockdown': False, 'mask': True}, 6: {'lockdown': False, 'mask': True}, 7: {'lockdown': False, 'mask': True}, 8: {'lockdown': False, 'mask': True}, 9: {'lockdown': False, 'mask': True}, 10: {'lockdown': False, 'mask': True}, 11: {'lockdown': False, 'mask': True}, 12: {'lockdown': False, 'mask': True}, 13: {'lockdown': False, 'mask': True}, 14: {'lockdown': False, 'mask': True}, 15: {'lockdown': False, 'mask': True}, 16: {'lockdown': False, 'mask': True}, 17: {'lockdown': False, 'mask': True}, 18: {'lockdown': False, 'mask': True}, 19: {'lockdown': False, 'mask': True}, 20: {'lockdown': False, 'mask': True}, 21: {'lockdown': False, 'mask': True}, 22: {'lockdown': False, 'mask': True}, 23: {'lockdown': False, 'mask': True}, 24: {'lockdown': False, 'mask': True}}"
223,"{0: {'lockdown': False, 'mask': True}, 1: {'lockdown': False, 'mask': True}, 2: {'lockdown': False, 'mask': True}, 3: {'lockdown': False, 'mask': True}, 4: {'lockdown': False, 'mask': True}, 5: {'lockdown': False, 'mask': True}, 6: {'lockdown': False, 'mask': True}, 7: {'lockdown': False, 'mask': True}, 8: {'lockdown': False, 'mask': True}, 9: {'lockdown': False, 'mask': True}, 10: {'lockdown': False, 'mask': True}, 11: {'lockdown': False, 'mask': True}, 12: {'lockdown': False, 'mask': True}, 13: {'lockdown': False, 'mask': True}, 14: {'lockdown': False, 'mask': True}, 15: {'lockdown': False, 'mask': True}, 16: {'lockdown': False, 'mask': True}, 17: {'lockdown': False, 'mask': True}, 18: {'lockdown': False, 'mask': True}, 19: {'lockdown': False, 'mask': True}, 20: {'lockdown': False, 'mask': True}, 21: {'lockdown': False, 'mask': True}, 22: {'lockdown': False, 'mask': True}, 23: {'lockdown': False, 'mask': True}, 24: {'lockdown': False, 'mask': True}}"
224,"{0: {'lockdown': False, 'mask': True}, 1: {'lockdown': False, 'mask': True}, 2: {'lockdown': False, 'mask': True}, 3: {'lockdown': False, 'mask': True}, 4: {'lockdown': False, 'mask': True}, 5: {'lockdown': False, 'mask': True}, 6: {'lockdown': False, 'mask': True}, 7: {'lockdown': False, 'mask': True}, 8: {'lockdown': False, 'mask': True}, 9: {'lockdown': False, 'mask': True}, 10: {'lockdown': False, 'mask': True}, 11: {'lockdown': False, 'mask': True}, 12: {'lockdown': False, 'mask': True}, 13: {'lockdown': False, 'mask': True}, 14: {'lockdown': False, 'mask': True}, 15: {'lockdown': False, 'mask': True}, 16: {'lockdown': False, 'mask': True}, 17: {'lockdown': False, 'mask': True}, 18: {'lockdown': False, 'mask': True}, 19: {'lockdown': False, 'mask': True}, 20: {'lockdown': False, 'mask': True}, 21: {'lockdown': False, 'mask': True}, 22: {'lockdown': False, 'mask': True}, 23: {'lockdown': False, 'mask': True}, 24: {'lockdown': False, 'mask': True}}"
225,"{0: {'lockdown': False, 'mask': True}, 1: {'lockdown': False, 'mask': True}, 2: {'lockdown': False, 'mask': True}, 3: {'lockdown': False, 'mask': True}, 4: {'lockdown': False, 'mask': True}, 5: {'lockdown': False, 'mask': True}, 6: {'lockdown': False, 'mask': True}, 7: {'lockdown': False, 'mask': True}, 8: {'lockdown': False, 'mask': True}, 9: {'lockdown': False, 'mask': True}, 10: {'lockdown': False, 'mask': True}, 11: {'lockdown': False, 'mask': True}, 12: {'lockdown': False, 'mask': True}, 13: {'lockdown': False, 'mask': True}, 14: {'lockdown': False, 'mask': True}, 15: {'lockdown': False, 'mask': True}, 16: {'lockdown': False, 'mask': True}, 17: {'lockdown': False, 'mask': True}, 18: {'lockdown': False, 'mask': True}, 19: {'lockdown': False, 'mask': True}, 20: {'lockdown': False, 'mask': True}, 21: {'lockdown': False, 'mask': True}, 22: {'lockdown': False, 'mask': True}, 23: {'lockdown': False, 'mask': True}, 24: {'lockdown': False, 'mask': True}}"
226,"{0: {'lockdown': False, 'mask': True}, 1: {'lockdown': False, 'mask': True}, 2: {'lockdown': False, 'mask': True}, 3: {'lockdown': False, 'mask': True}, 4: {'lockdown': False, 'mask': True}, 5: {'lockdown': False, 'mask': True}, 6: {'lockdown': False, 'mask': True}, 7: {'lockdown': False, 'mask': True}, 8: {'lockdown': False, 'mask': True}, 9: {'lockdown': False, 'mask': True}, 10: {'lockdown': False, 'mask': True}, 11: {'lockdown': False, 'mask': True}, 12: {'lockdown': False, 'mask': True}, 13: {'lockdown': False, 'mask': True}, 14: {'lockdown': False, 'mask': True}, 15: {'lockdown': False, 'mask': True}, 16: {'lockdown': False, 'mask': True}, 17: {'lockdown': False, 'mask': True}, 18: {'lockdown': False, 'mask': True}, 19: {'lockdown': False, 'mask': True}, 20: {'lockdown': False, 'mask': True}, 21: {'lockdown': False, 'mask': True}, 22: {'lockdown': False, 'mask': True}, 23: {'lockdown': False, 'mask': True}, 24: {'lockdown': False, 'mask': True}}"
227,"{0: {'lockdown': False, 'mask': True}, 1: {'lockdown': False, 'mask': True}, 2: {'lockdown': False, 'mask': True}, 3: {'lockdown': False, 'mask': True}, 4: {'lockdown': False, 'mask': True}, 5: {'lockdown': False, 'mask': True}, 6: {'lockdown': False, 'mask': True}, 7: {'lockdown': False, 'mask': True}, 8: {'lockdown': False, 'mask': True}, 9: {'lockdown': False, 'mask': True}, 10: {'lockdown': False, 'mask': True}, 11: {'lockdown': False, 'mask': True}, 12: {'lockdown': False, 'mask': True}, 13: {'lockdown': False, 'mask': True}, 14: {'lockdown': False, 'mask': True}, 15: {'lockdown': False, 'mask': True}, 16: {'lockdown': False, 'mask': True}, 17: {'lockdown': False, 'mask': True}, 18: {'lockdown': False, 'mask': True}, 19: {'lockdown': False, 'mask': True}, 20: {'lockdown': False, 'mask': True}, 21: {'lockdown': False, 'mask': True}, 22: {'lockdown': False, 'mask': True}, 23: {'lockdown': False, 'mask': True}, 24: {'lockdown': False, 'mask': True}}"
228,"{0: {'lockdown': False, 'mask': True}, 1: {'lockdown': False, 'mask': True}, 2: {'lockdown': False, 'mask': True}, 3: {'lockdown': False, 'mask': True}, 4: {'lockdown': False, 'mask': True}, 5: {'lockdown': False, 'mask': True}, 6: {'lockdown': False, 'mask': True}, 7: {'lockdown': False, 'mask': True}, 8: {'lockdown': False, 'mask': True}, 9: {'lockdown': False, 'mask': True}, 10: {'lockdown': False, 'mask': True}, 11: {'lockdown': False, 'mask': True}, 12: {'lockdown': False, 'mask': True}, 13: {'lockdown': False, 'mask': True}, 14: {'lockdown': False, 'mask': True}, 15: {'lockdown': False, 'mask': True}, 16: {'lockdown': False, 'mask': True}, 17: {'lockdown': False, 'mask': True}, 18: {'lockdown': False, 'mask': True}, 19: {'lockdown': False, 'mask': True}, 20: {'lockdown': False, 'mask': True}, 21: {'lockdown': False, 'mask': True}, 22: {'lockdown': False, 'mask': True}, 23: {'lockdown': False, 'mask': True}, 24: {'lockdown': False, 'mask': True}}"
229,"{0: {'lockdown': False, 'mask': True}, 1: {'lockdown': False, 'mask': True}, 2: {'lockdown': False, 'mask': True}, 3: {'lockdown': False, 'mask': True}, 4: {'lockdown': False, 'mask': True}, 5: {'lockdown': False, 'mask': True}, 6: {'lockdown': False, 'mask': True}, 7: {'lockdown': False, 'mask': True}, 8: {'lockdown': False, 'mask': True}, 9: {'lockdown': False, 'mask': True}, 10: {'lockdown': False, 'mask': True}, 11: {'lockdown': False, 'mask': True}, 12: {'lockdown': False, 'mask': True}, 13: {'lockdown': False, 'mask': True}, 14: {'lockdown': False, 'mask': True}, 15: {'lockdown': False, 'mask': True}, 16: {'lockdown': False, 'mask': True}, 17: {'lockdown': False, 'mask': True}, 18: {'lockdown': False, 'mask': True}, 19: {'lockdown': False, 'mask': True}, 20: {'lockdown': False, 'mask': True}, 21: {'lockdown': False, 'mask': True}, 22: {'lockdown': False, 'mask': True}, 23: {'lockdown': False, 'mask': True}, 24: {'lockdown': False, 'mask': True}}"
230,"{0: {'lockdown': False, 'mask': True}, 1: {'lockdown': False, 'mask': True}, 2: {'lockdown': False, 'mask': True}, 3: {'lockdown': False, 'mask': True}, 4: {'lockdown': False, 'mask': True}, 5: {'lockdown': False, 'mask': True}, 6: {'lockdown': False, 'mask': True}, 7: {'lockdown': False, 'mask': True}, 8: {'lockdown': False, 'mask': True}, 9: {'lockdown': False, 'mask': True}, 10: {'lockdown': False, 'mask': True}, 11: {'lockdown': False, 'mask': True}, 12: {'lockdown': False, 'mask': True}, 13: {'lockdown': False, 'mask': True}, 14: {'lockdown': False, 'mask': True}, 15: {'lockdown': False, 'mask': True}, 16: {'lockdown': False, 'mask': True}, 17: {'lockdown': False, 'mask': True}, 18: {'lockdown': False, 'mask': True}, 19: {'lockdown': False, 'mask': True}, 20: {'lockdown': False, 'mask': True}, 21: {'lockdown': False, 'mask': True}, 22: {'lockdown': False, 'mask': True}, 23: {'lockdown': False, 'mask': True}, 24: {'lockdown': False, 'mask': True}}"
231,"{0: {'lockdown': False, 'mask': True}, 1: {'lockdown': False, 'mask': True}, 2: {'lockdown': False, 'mask': True}, 3: {'lockdown': False, 'mask': True}, 4: {'lockdown': False, 'mask': True}, 5: {'lockdown': False, 'mask': True}, 6: {'lockdown': False, 'mask': True}, 7: {'lockdown': False, 'mask': True}, 8: {'lockdown': False, 'mask': True}, 9: {'lockdown': False, 'mask': True}, 10: {'lockdown': False, 'mask': True}, 11: {'lockdown': False, 'mask': True}, 12: {'lockdown': False, 'mask': True}, 13: {'lockdown': False, 'mask': True}, 14: {'lockdown': False, 'mask': True}, 15: {'lockdown': False, 'mask': True}, 16: {'lockdown': False, 'mask': True}, 17: {'lockdown': False, 'mask': True}, 18: {'lockdown': False, 'mask': True}, 19: {'lockdown': False, 'mask': True}, 20: {'lockdown': False, 'mask': True}, 21: {'lockdown': False, 'mask': True}, 22: {'lockdown': False, 'mask': True}, 23: {'lockdown': False, 'mask': True}, 24: {'lockdown': False, 'mask': True}}"
232,"{0: {'lockdown': False, 'mask': True}, 1: {'lockdown': False, 'mask': True}, 2: {'lockdown': False, 'mask': True}, 3: {'lockdown': False, 'mask': True}, 4: {'lockdown': False, 'mask': True}, 5: {'lockdown': False, 'mask': True}, 6: {'lockdown': False, 'mask': True}, 7: {'lockdown': False, 'mask': True}, 8: {'lockdown': False, 'mask': True}, 9: {'lockdown': False, 'mask': True}, 10: {'lockdown': False, 'mask': True}, 11: {'lockdown': False, 'mask': True}, 12: {'lockdown': False, 'mask': True}, 13: {'lockdown': False, 'mask': True}, 14: {'lockdown': False, 'mask': True}, 15: {'lockdown': False, 'mask': True}, 16: {'lockdown': False, 'mask': True}, 17: {'lockdown': False, 'mask': True}, 18: {'lockdown': False, 'mask': True}, 19: {'lockdown': False, 'mask': True}, 20: {'lockdown': False, 'mask': True}, 21: {'lockdown': False, 'mask': True}, 22: {'lockdown': False, 'mask': True}, 23: {'lockdown': False, 'mask': True}, 24: {'lockdown': False, 'mask': True}}"
233,"{0: {'lockdown': False, 'mask': True}, 1: {'lockdown': False, 'mask': True}, 2: {'lockdown': False, 'mask': True}, 3: {'lockdown': False, 'mask': True}, 4: {'lockdown': False, 'mask': True}, 5: {'lockdown': False, 'mask': True}, 6: {'lockdown': False, 'mask': True}, 7: {'lockdown': False, 'mask': True}, 8: {'lockdown': False, 'mask': True}, 9: {'lockdown': False, 'mask': True}, 10: {'lockdown': False, 'mask': True}, 11: {'lockdown': False, 'mask': True}, 12: {'lockdown': False, 'mask': True}, 13: {'lockdown': False, 'mask': True}, 14: {'lockdown': False, 'mask': True}, 15: {'lockdown': False, 'mask': True}, 16: {'lockdown': False, 'mask': True}, 17: {'lockdown': False, 'mask': True}, 18: {'lockdown': False, 'mask': True}, 19: {'lockdown': False, 'mask': True}, 20: {'lockdown': False, 'mask': True}, 21: {'lockdown': False, 'mask': True}, 22: {'lockdown': False, 'mask': True}, 23: {'lockdown': False, 'mask': True}, 24: {'lockdown': False, 'mask': True}}"
234,"{0: {'lockdown': False, 'mask': True}, 1: {'lockdown': False, 'mask': True}, 2: {'lockdown': False, 'mask': True}, 3: {'lockdown': False, 'mask': True}, 4: {'lockdown': False, 'mask': True}, 5: {'lockdown': False, 'mask': True}, 6: {'lockdown': False, 'mask': True}, 7: {'lockdown': False, 'mask': True}, 8: {'lockdown': False, 'mask': True}, 9: {'lockdown': False, 'mask': True}, 10: {'lockdown': False, 'mask': True}, 11: {'lockdown': False, 'mask': True}, 12: {'lockdown': False, 'mask': True}, 13: {'lockdown': False, 'mask': True}, 14: {'lockdown': False, 'mask': True}, 15: {'lockdown': False, 'mask': True}, 16: {'lockdown': False, 'mask': True}, 17: {'lockdown': False, 'mask': True}, 18: {'lockdown': False, 'mask': True}, 19: {'lockdown': False, 'mask': True}, 20: {'lockdown': False, 'mask': True}, 21: {'lockdown': False, 'mask': True}, 22: {'lockdown': False, 'mask': True}, 23: {'lockdown': False, 'mask': True}, 24: {'lockdown': False, 'mask': True}}"
235,"{0: {'lockdown': False, 'mask': True}, 1: {'lockdown': False, 'mask': True}, 2: {'lockdown': False, 'mask': True}, 3: {'lockdown': False, 'mask': True}, 4: {'lockdown': False, 'mask': True}, 5: {'lockdown': False, 'mask': True}, 6: {'lockdown': False, 'mask': True}, 7: {'lockdown': False, 'mask': True}, 8: {'lockdown': False, 'mask': True}, 9: {'lockdown': False, 'mask': True}, 10: {'lockdown': False, 'mask': True}, 11: {'lockdown': False, 'mask': True}, 12: {'lockdown': False, 'mask': True}, 13: {'lockdown': False, 'mask': True}, 14: {'lockdown': False, 'mask': True}, 15: {'lockdown': False, 'mask': True}, 16: {'lockdown': False, 'mask': True}, 17: {'lockdown': False, 'mask': True}, 18: {'lockdown': False, 'mask': True}, 19: {'lockdown': False, 'mask': True}, 20: {'lockdown': False, 'mask': True}, 21: {'lockdown': False, 'mask': True}, 22: {'lockdown': False, 'mask': True}, 23: {'lockdown': False, 'mask': True}, 24: {'lockdown': False, 'mask': True}}"
236,"{0: {'lockdown': False, 'mask': True}, 1: {'lockdown': False, 'mask': True}, 2: {'lockdown': False, 'mask': True}, 3: {'lockdown': False, 'mask': True}, 4: {'lockdown': False, 'mask': True}, 5: {'lockdown': False, 'mask': True}, 6: {'lockdown': False, 'mask': True}, 7: {'lockdown': False, 'mask': True}, 8: {'lockdown': False, 'mask': True}, 9: {'lockdown': False, 'mask': True}, 10: {'lockdown': False, 'mask': True}, 11: {'lockdown': False, 'mask': True}, 12: {'lockdown': False, 'mask': True}, 13: {'lockdown': False, 'mask': True}, 14: {'lockdown': False, 'mask': True}, 15: {'lockdown': False, 'mask': True}, 16: {'lockdown': False, 'mask': True}, 17: {'lockdown': False, 'mask': True}, 18: {'lockdown': False, 'mask': True}, 19: {'lockdown': False, 'mask': True}, 20: {'lockdown': False, 'mask': True}, 21: {'lockdown': False, 'mask': True}, 22: {'lockdown': False, 'mask': True}, 23: {'lockdown': False, 'mask': True}, 24: {'lockdown': False, 'mask': True}}"
