Step,AgentID,State,DistrictID
1,12,Susceptible,13
1,11,Exposed,21
1,9,Infected,19
1,87,Infected,3
1,13,Exposed,1
1,22,Infected,17
1,35,Exposed,14
1,47,Exposed,18
1,86,Susceptible,5
1,18,Exposed,12
1,4,Infected,18
1,28,Infected,16
1,78,Infected,21
1,29,Infected,7
1,59,Exposed,23
1,76,Susceptible,8
1,44,Susceptible,6
1,88,Exposed,17
1,20,Infected,24
1,31,Infected,6
1,67,Infected,8
1,40,Infected,13
1,61,Susceptible,24
1,6,Infected,15
1,37,Infected,15
1,62,Infected,23
1,74,Susceptible,18
1,55,Infected,23
1,58,Infected,15
1,1,Susceptible,21
1,45,Infected,23
1,34,Infected,19
1,10,Infected,4
1,72,Infected,8
1,30,Infected,2
1,75,Susceptible,21
1,64,Infected,12
1,7,Susceptible,2
1,42,Susceptible,22
1,46,Exposed,3
1,70,Susceptible,21
1,60,Infected,8
1,85,Infected,4
1,77,Infected,12
1,27,Infected,6
1,50,Infected,10
1,0,Infected,22
1,32,Infected,14
1,66,Susceptible,3
1,89,Infected,4
1,14,Susceptible,19
1,56,Exposed,10
1,84,Infected,8
1,53,Infected,19
1,8,Infected,1
1,71,Infected,16
1,63,Infected,10
1,68,Infected,3
1,15,Infected,4
1,19,Infected,10
1,38,Exposed,22
1,83,Infected,3
1,26,Susceptible,2
1,51,Susceptible,24
1,24,Exposed,22
1,65,Infected,1
1,2,Infected,23
1,36,Exposed,3
1,23,Susceptible,9
1,49,Infected,14
1,21,Exposed,23
1,54,Susceptible,0
1,79,Susceptible,20
1,33,Susceptible,19
1,52,Susceptible,18
1,25,Infected,0
1,43,Exposed,21
1,69,Infected,17
1,81,Susceptible,20
2,37,Infected,15
2,19,Infected,11
2,28,Infected,21
2,85,Infected,4
2,38,Exposed,23
2,16,Susceptible,17
2,49,Infected,15
2,14,Susceptible,19
2,52,Exposed,18
2,83,Infected,8
2,36,Exposed,23
2,31,Infected,6
2,0,Infected,22
2,72,Infected,8
2,77,Infected,12
2,12,Exposed,12
2,41,Exposed,22
2,3,Infected,8
2,75,Susceptible,20
2,29,Infected,8
2,1,Susceptible,22
2,23,Exposed,9
2,5,Infected,18
2,9,Infected,13
2,4,Infected,18
2,24,Exposed,23
2,43,Exposed,22
2,79,Exposed,0
2,71,Infected,16
2,69,Infected,21
2,30,Infected,2
2,22,Infected,12
2,26,Susceptible,2
2,59,Exposed,23
2,51,Susceptible,24
2,33,Susceptible,19
2,70,Susceptible,22
2,18,Exposed,12
2,57,Exposed,5
2,55,Infected,23
2,58,Infected,16
2,54,Susceptible,4
2,62,Infected,3
2,67,Infected,9
2,56,Exposed,10
