time,status,district_id,policy_type
46,implemented,2,mask
46,implemented,3,lockdown
46,implemented,3,mask
46,implemented,4,lockdown
46,implemented,4,mask
46,implemented,5,lockdown
46,implemented,5,mask
46,implemented,6,lockdown
46,implemented,6,mask
46,implemented,7,lockdown
46,implemented,7,mask
46,implemented,8,lockdown
46,implemented,8,mask
46,implemented,9,lockdown
46,implemented,9,mask
46,implemented,10,lockdown
46,implemented,10,mask
46,implemented,11,lockdown
46,implemented,11,mask
46,implemented,12,lockdown
46,implemented,12,mask
46,implemented,13,lockdown
46,implemented,13,mask
46,implemented,14,lockdown
46,implemented,14,mask
46,implemented,15,lockdown
46,implemented,15,mask
46,implemented,16,lockdown
46,implemented,16,mask
46,implemented,17,lockdown
46,implemented,17,mask
46,implemented,18,lockdown
46,implemented,18,mask
46,implemented,19,lockdown
46,implemented,19,mask
46,implemented,20,lockdown
46,implemented,20,mask
46,implemented,21,lockdown
46,implemented,21,mask
46,implemented,22,lockdown
46,implemented,22,mask
46,implemented,23,lockdown
46,implemented,23,mask
46,implemented,24,lockdown
46,implemented,24,mask
47,implemented,0,lockdown
47,implemented,0,mask
47,implemented,1,lockdown
47,implemented,1,mask
47,implemented,2,lockdown
47,implemented,2,mask
47,implemented,3,lockdown
47,implemented,3,mask
47,implemented,4,lockdown
47,implemented,4,mask
47,implemented,5,lockdown
47,implemented,5,mask
47,implemented,6,lockdown
47,implemented,6,mask
47,implemented,7,lockdown
47,implemented,7,mask
47,implemented,8,lockdown
47,implemented,8,mask
47,implemented,9,lockdown
47,implemented,9,mask
47,implemented,10,lockdown
47,implemented,10,mask
47,implemented,11,lockdown
47,implemented,11,mask
47,implemented,12,lockdown
47,implemented,12,mask
47,implemented,13,lockdown
47,implemented,13,mask
47,implemented,14,lockdown
47,implemented,14,mask
47,implemented,15,lockdown
47,implemented,15,mask
47,implemented,16,lockdown
47,implemented,16,mask
47,implemented,17,lockdown
47,implemented,17,mask
47,implemented,18,lockdown
47,implemented,18,mask
47,implemented,19,lockdown
47,implemented,19,mask
47,implemented,20,lockdown
47,implemented,20,mask
47,implemented,21,lockdown
47,implemented,21,mask
47,implemented,22,lockdown
47,implemented,22,mask
47,implemented,23,lockdown
47,implemented,23,mask
47,implemented,24,lockdown
47,implemented,24,mask
48,implemented,0,lockdown
48,implemented,0,mask
48,implemented,1,lockdown
48,implemented,1,mask
48,implemented,2,lockdown
48,implemented,2,mask
48,implemented,3,lockdown
48,implemented,3,mask
48,implemented,4,lockdown
48,implemented,4,mask
48,implemented,5,lockdown
48,implemented,5,mask
48,implemented,6,lockdown
48,implemented,6,mask
48,implemented,7,lockdown
48,implemented,7,mask
48,implemented,8,lockdown
48,implemented,8,mask
48,implemented,9,lockdown
48,implemented,9,mask
48,implemented,10,lockdown
48,implemented,10,mask
48,implemented,11,lockdown
48,implemented,11,mask
48,implemented,12,lockdown
48,implemented,12,mask
48,implemented,13,lockdown
48,implemented,13,mask
48,implemented,14,lockdown
48,implemented,14,mask
48,implemented,15,lockdown
48,implemented,15,mask
48,implemented,16,lockdown
48,implemented,16,mask
48,implemented,17,lockdown
48,implemented,17,mask
48,implemented,18,lockdown
48,implemented,18,mask
48,implemented,19,lockdown
48,implemented,19,mask
48,implemented,20,lockdown
48,implemented,20,mask
48,implemented,21,lockdown
48,implemented,21,mask
48,implemented,22,lockdown
48,implemented,22,mask
48,implemented,23,lockdown
48,implemented,23,mask
48,implemented,24,lockdown
48,implemented,24,mask
49,implemented,0,lockdown
49,implemented,0,mask
49,implemented,1,lockdown
49,implemented,1,mask
49,implemented,2,lockdown
49,implemented,2,mask
49,implemented,3,lockdown
49,implemented,3,mask
49,implemented,4,lockdown
49,implemented,4,mask
49,implemented,5,lockdown
49,implemented,5,mask
49,implemented,6,lockdown
49,implemented,6,mask
49,implemented,7,lockdown
49,implemented,7,mask
49,implemented,8,lockdown
49,implemented,8,mask
49,implemented,9,lockdown
49,implemented,9,mask
49,implemented,10,lockdown
49,implemented,10,mask
49,implemented,11,lockdown
49,implemented,11,mask
49,implemented,12,lockdown
49,implemented,12,mask
49,implemented,13,lockdown
49,implemented,13,mask
49,implemented,14,lockdown
49,implemented,14,mask
49,implemented,15,lockdown
49,implemented,15,mask
49,implemented,16,lockdown
49,implemented,16,mask
49,implemented,17,lockdown
49,implemented,17,mask
49,implemented,18,lockdown
49,implemented,18,mask
49,implemented,19,lockdown
49,implemented,19,mask
49,implemented,20,lockdown
49,implemented,20,mask
49,implemented,21,lockdown
49,implemented,21,mask
49,implemented,22,lockdown
49,implemented,22,mask
49,implemented,23,lockdown
49,implemented,23,mask
49,implemented,24,lockdown
49,implemented,24,mask
50,implemented,0,lockdown
50,implemented,0,mask
50,implemented,1,lockdown
50,implemented,1,mask
50,implemented,2,lockdown
50,implemented,2,mask
50,implemented,3,lockdown
50,implemented,3,mask
50,implemented,4,lockdown
50,implemented,4,mask
50,implemented,5,lockdown
50,implemented,5,mask
50,implemented,6,lockdown
50,implemented,6,mask
50,implemented,7,lockdown
50,implemented,7,mask
50,implemented,8,lockdown
50,implemented,8,mask
50,implemented,9,lockdown
50,implemented,9,mask
50,implemented,10,lockdown
50,implemented,10,mask
50,implemented,11,lockdown
50,implemented,11,mask
50,implemented,12,lockdown
50,implemented,12,mask
50,implemented,13,lockdown
50,implemented,13,mask
50,implemented,14,lockdown
50,implemented,14,mask
50,implemented,15,lockdown
50,implemented,15,mask
50,implemented,16,lockdown
50,implemented,16,mask
50,implemented,17,lockdown
50,implemented,17,mask
50,implemented,18,lockdown
50,implemented,18,mask
50,implemented,19,lockdown
50,implemented,19,mask
50,implemented,20,lockdown
50,implemented,20,mask
50,implemented,21,lockdown
50,implemented,21,mask
50,implemented,22,lockdown
50,implemented,22,mask
50,implemented,23,lockdown
50,implemented,23,mask
50,implemented,24,lockdown
50,implemented,24,mask
51,implemented,0,lockdown
51,implemented,0,mask
51,implemented,1,lockdown
51,implemented,1,mask
51,implemented,2,lockdown
51,implemented,2,mask
51,implemented,3,lockdown
51,implemented,3,mask
51,implemented,4,lockdown
51,implemented,4,mask
51,implemented,5,lockdown
51,implemented,5,mask
51,implemented,6,lockdown
51,implemented,6,mask
51,implemented,7,lockdown
51,implemented,7,mask
51,implemented,8,lockdown
51,implemented,8,mask
51,implemented,9,lockdown
51,implemented,9,mask
51,implemented,10,lockdown
51,implemented,10,mask
51,implemented,11,lockdown
51,implemented,11,mask
51,implemented,12,lockdown
51,implemented,12,mask
51,implemented,13,lockdown
51,implemented,13,mask
51,implemented,14,lockdown
51,implemented,14,mask
51,implemented,15,lockdown
51,implemented,15,mask
51,implemented,16,lockdown
51,implemented,16,mask
51,implemented,17,lockdown
51,implemented,17,mask
51,implemented,18,lockdown
51,implemented,18,mask
51,implemented,19,lockdown
51,implemented,19,mask
51,implemented,20,lockdown
51,implemented,20,mask
51,implemented,21,lockdown
51,implemented,21,mask
51,implemented,22,lockdown
51,implemented,22,mask
51,implemented,23,lockdown
51,implemented,23,mask
51,implemented,24,lockdown
51,implemented,24,mask
52,implemented,0,lockdown
52,implemented,0,mask
52,implemented,1,lockdown
52,implemented,1,mask
52,implemented,2,lockdown
52,implemented,2,mask
52,implemented,3,lockdown
52,implemented,3,mask
52,implemented,4,lockdown
52,implemented,4,mask
52,implemented,5,lockdown
52,implemented,5,mask
52,implemented,6,lockdown
52,implemented,6,mask
52,implemented,7,lockdown
52,implemented,7,mask
52,implemented,9,lockdown
52,implemented,9,mask
52,implemented,10,lockdown
52,implemented,10,mask
52,implemented,11,lockdown
52,implemented,11,mask
52,implemented,13,lockdown
52,implemented,13,mask
52,implemented,14,lockdown
52,implemented,14,mask
52,implemented,15,lockdown
52,implemented,15,mask
52,implemented,16,lockdown
52,implemented,16,mask
52,implemented,17,lockdown
52,implemented,17,mask
52,implemented,18,lockdown
52,implemented,18,mask
52,implemented,19,lockdown
52,implemented,19,mask
52,implemented,20,lockdown
52,implemented,20,mask
52,implemented,21,lockdown
52,implemented,21,mask
52,implemented,22,lockdown
52,implemented,22,mask
52,implemented,23,lockdown
52,implemented,23,mask
52,implemented,24,lockdown
52,implemented,24,mask
53,implemented,0,lockdown
53,implemented,0,mask
53,implemented,2,lockdown
53,implemented,2,mask
53,implemented,3,lockdown
53,implemented,3,mask
53,implemented,4,lockdown
53,implemented,4,mask
53,implemented,5,lockdown
53,implemented,5,mask
53,implemented,6,lockdown
53,implemented,6,mask
53,implemented,9,lockdown
53,implemented,9,mask
53,implemented,10,lockdown
53,implemented,10,mask
53,implemented,11,lockdown
53,implemented,11,mask
53,implemented,14,lockdown
53,implemented,14,mask
53,implemented,15,lockdown
53,implemented,15,mask
53,implemented,16,lockdown
53,implemented,16,mask
53,implemented,18,lockdown
53,implemented,18,mask
53,implemented,19,lockdown
53,implemented,19,mask
53,implemented,22,lockdown
53,implemented,22,mask
53,implemented,23,lockdown
53,implemented,23,mask
54,implemented,0,lockdown
54,implemented,0,mask
54,implemented,2,lockdown
54,implemented,2,mask
54,implemented,5,lockdown
54,implemented,5,mask
54,implemented,7,lockdown
54,implemented,7,mask
54,implemented,11,lockdown
54,implemented,11,mask
54,implemented,14,lockdown
54,implemented,14,mask
54,implemented,15,lockdown
54,implemented,15,mask
54,implemented,16,lockdown
54,implemented,16,mask
55,implemented,2,lockdown
55,implemented,2,mask
55,implemented,5,lockdown
55,implemented,5,mask
55,implemented,9,lockdown
55,implemented,9,mask
55,implemented,14,lockdown
55,implemented,14,mask
57,implemented,14,lockdown
57,implemented,14,mask
79,lifted,8,lockdown
79,lifted,8,mask
79,lifted,12,lockdown
79,lifted,12,mask
80,lifted,1,lockdown
80,lifted,1,mask
80,lifted,13,lockdown
80,lifted,13,mask
80,lifted,17,lockdown
80,lifted,17,mask
80,lifted,20,lockdown
80,lifted,20,mask
80,lifted,21,lockdown
80,lifted,21,mask
80,lifted,24,lockdown
80,lifted,24,mask
81,lifted,3,lockdown
81,lifted,3,mask
81,lifted,4,lockdown
81,lifted,4,mask
81,lifted,6,lockdown
81,lifted,6,mask
81,lifted,7,lockdown
81,lifted,7,mask
81,lifted,10,lockdown
81,lifted,10,mask
81,lifted,18,lockdown
81,lifted,18,mask
81,lifted,19,lockdown
81,lifted,19,mask
81,lifted,22,lockdown
81,lifted,22,mask
81,lifted,23,lockdown
81,lifted,23,mask
82,lifted,0,lockdown
82,lifted,0,mask
82,lifted,9,lockdown
82,lifted,9,mask
82,lifted,11,lockdown
82,lifted,11,mask
82,lifted,15,lockdown
82,lifted,15,mask
82,lifted,16,lockdown
82,lifted,16,mask
83,lifted,2,lockdown
83,lifted,2,mask
83,lifted,5,lockdown
83,lifted,5,mask
84,lifted,14,lockdown
84,lifted,14,mask
