step,district_policies
141,"{0: {'lockdown': False, 'mask': False}, 1: {'lockdown': False, 'mask': False}, 2: {'lockdown': False, 'mask': False}, 3: {'lockdown': False, 'mask': False}, 4: {'lockdown': False, 'mask': False}, 5: {'lockdown': False, 'mask': False}, 6: {'lockdown': False, 'mask': False}, 7: {'lockdown': False, 'mask': False}, 8: {'lockdown': False, 'mask': False}, 9: {'lockdown': False, 'mask': False}, 10: {'lockdown': False, 'mask': False}, 11: {'lockdown': False, 'mask': False}, 12: {'lockdown': False, 'mask': False}, 13: {'lockdown': False, 'mask': False}, 14: {'lockdown': False, 'mask': False}, 15: {'lockdown': False, 'mask': False}, 16: {'lockdown': False, 'mask': False}, 17: {'lockdown': False, 'mask': False}, 18: {'lockdown': False, 'mask': False}, 19: {'lockdown': False, 'mask': False}, 20: {'lockdown': False, 'mask': False}, 21: {'lockdown': False, 'mask': False}, 22: {'lockdown': False, 'mask': False}, 23: {'lockdown': False, 'mask': False}, 24: {'lockdown': False, 'mask': False}}"
142,"{0: {'lockdown': False, 'mask': False}, 1: {'lockdown': False, 'mask': False}, 2: {'lockdown': False, 'mask': False}, 3: {'lockdown': False, 'mask': False}, 4: {'lockdown': False, 'mask': False}, 5: {'lockdown': False, 'mask': False}, 6: {'lockdown': False, 'mask': False}, 7: {'lockdown': False, 'mask': False}, 8: {'lockdown': False, 'mask': False}, 9: {'lockdown': False, 'mask': False}, 10: {'lockdown': False, 'mask': False}, 11: {'lockdown': False, 'mask': False}, 12: {'lockdown': False, 'mask': False}, 13: {'lockdown': False, 'mask': False}, 14: {'lockdown': False, 'mask': False}, 15: {'lockdown': False, 'mask': False}, 16: {'lockdown': False, 'mask': False}, 17: {'lockdown': False, 'mask': False}, 18: {'lockdown': False, 'mask': False}, 19: {'lockdown': False, 'mask': False}, 20: {'lockdown': False, 'mask': False}, 21: {'lockdown': False, 'mask': False}, 22: {'lockdown': False, 'mask': False}, 23: {'lockdown': False, 'mask': False}, 24: {'lockdown': False, 'mask': False}}"
143,"{0: {'lockdown': False, 'mask': False}, 1: {'lockdown': False, 'mask': False}, 2: {'lockdown': False, 'mask': False}, 3: {'lockdown': False, 'mask': False}, 4: {'lockdown': False, 'mask': False}, 5: {'lockdown': False, 'mask': False}, 6: {'lockdown': False, 'mask': False}, 7: {'lockdown': False, 'mask': False}, 8: {'lockdown': False, 'mask': False}, 9: {'lockdown': False, 'mask': False}, 10: {'lockdown': False, 'mask': False}, 11: {'lockdown': False, 'mask': False}, 12: {'lockdown': False, 'mask': False}, 13: {'lockdown': False, 'mask': False}, 14: {'lockdown': False, 'mask': False}, 15: {'lockdown': False, 'mask': False}, 16: {'lockdown': False, 'mask': False}, 17: {'lockdown': False, 'mask': False}, 18: {'lockdown': False, 'mask': False}, 19: {'lockdown': False, 'mask': False}, 20: {'lockdown': False, 'mask': False}, 21: {'lockdown': False, 'mask': False}, 22: {'lockdown': False, 'mask': False}, 23: {'lockdown': False, 'mask': False}, 24: {'lockdown': False, 'mask': False}}"
144,"{0: {'lockdown': False, 'mask': False}, 1: {'lockdown': False, 'mask': False}, 2: {'lockdown': False, 'mask': False}, 3: {'lockdown': False, 'mask': False}, 4: {'lockdown': False, 'mask': False}, 5: {'lockdown': False, 'mask': False}, 6: {'lockdown': False, 'mask': False}, 7: {'lockdown': False, 'mask': False}, 8: {'lockdown': False, 'mask': False}, 9: {'lockdown': False, 'mask': False}, 10: {'lockdown': False, 'mask': False}, 11: {'lockdown': False, 'mask': False}, 12: {'lockdown': False, 'mask': False}, 13: {'lockdown': False, 'mask': False}, 14: {'lockdown': False, 'mask': False}, 15: {'lockdown': False, 'mask': False}, 16: {'lockdown': False, 'mask': False}, 17: {'lockdown': False, 'mask': False}, 18: {'lockdown': False, 'mask': False}, 19: {'lockdown': False, 'mask': False}, 20: {'lockdown': False, 'mask': False}, 21: {'lockdown': False, 'mask': False}, 22: {'lockdown': False, 'mask': False}, 23: {'lockdown': False, 'mask': False}, 24: {'lockdown': False, 'mask': False}}"
145,"{0: {'lockdown': False, 'mask': False}, 1: {'lockdown': False, 'mask': False}, 2: {'lockdown': False, 'mask': False}, 3: {'lockdown': False, 'mask': False}, 4: {'lockdown': False, 'mask': False}, 5: {'lockdown': False, 'mask': False}, 6: {'lockdown': False, 'mask': False}, 7: {'lockdown': False, 'mask': False}, 8: {'lockdown': False, 'mask': False}, 9: {'lockdown': False, 'mask': False}, 10: {'lockdown': False, 'mask': False}, 11: {'lockdown': False, 'mask': False}, 12: {'lockdown': False, 'mask': False}, 13: {'lockdown': False, 'mask': False}, 14: {'lockdown': False, 'mask': False}, 15: {'lockdown': False, 'mask': False}, 16: {'lockdown': False, 'mask': False}, 17: {'lockdown': False, 'mask': False}, 18: {'lockdown': False, 'mask': False}, 19: {'lockdown': False, 'mask': False}, 20: {'lockdown': False, 'mask': False}, 21: {'lockdown': False, 'mask': False}, 22: {'lockdown': False, 'mask': False}, 23: {'lockdown': False, 'mask': False}, 24: {'lockdown': False, 'mask': False}}"
146,"{0: {'lockdown': False, 'mask': False}, 1: {'lockdown': False, 'mask': False}, 2: {'lockdown': False, 'mask': False}, 3: {'lockdown': False, 'mask': False}, 4: {'lockdown': False, 'mask': False}, 5: {'lockdown': False, 'mask': False}, 6: {'lockdown': False, 'mask': False}, 7: {'lockdown': False, 'mask': False}, 8: {'lockdown': False, 'mask': False}, 9: {'lockdown': False, 'mask': False}, 10: {'lockdown': False, 'mask': False}, 11: {'lockdown': False, 'mask': False}, 12: {'lockdown': False, 'mask': False}, 13: {'lockdown': False, 'mask': False}, 14: {'lockdown': False, 'mask': False}, 15: {'lockdown': False, 'mask': False}, 16: {'lockdown': False, 'mask': False}, 17: {'lockdown': False, 'mask': False}, 18: {'lockdown': False, 'mask': False}, 19: {'lockdown': False, 'mask': False}, 20: {'lockdown': False, 'mask': False}, 21: {'lockdown': False, 'mask': False}, 22: {'lockdown': False, 'mask': False}, 23: {'lockdown': False, 'mask': False}, 24: {'lockdown': False, 'mask': False}}"
147,"{0: {'lockdown': False, 'mask': False}, 1: {'lockdown': False, 'mask': False}, 2: {'lockdown': False, 'mask': False}, 3: {'lockdown': False, 'mask': False}, 4: {'lockdown': False, 'mask': False}, 5: {'lockdown': False, 'mask': False}, 6: {'lockdown': False, 'mask': False}, 7: {'lockdown': False, 'mask': False}, 8: {'lockdown': False, 'mask': False}, 9: {'lockdown': False, 'mask': False}, 10: {'lockdown': False, 'mask': False}, 11: {'lockdown': False, 'mask': False}, 12: {'lockdown': False, 'mask': False}, 13: {'lockdown': False, 'mask': False}, 14: {'lockdown': False, 'mask': False}, 15: {'lockdown': False, 'mask': False}, 16: {'lockdown': False, 'mask': False}, 17: {'lockdown': False, 'mask': False}, 18: {'lockdown': False, 'mask': False}, 19: {'lockdown': False, 'mask': False}, 20: {'lockdown': False, 'mask': False}, 21: {'lockdown': False, 'mask': False}, 22: {'lockdown': False, 'mask': False}, 23: {'lockdown': False, 'mask': False}, 24: {'lockdown': False, 'mask': False}}"
148,"{0: {'lockdown': False, 'mask': False}, 1: {'lockdown': False, 'mask': False}, 2: {'lockdown': False, 'mask': False}, 3: {'lockdown': False, 'mask': False}, 4: {'lockdown': False, 'mask': False}, 5: {'lockdown': False, 'mask': False}, 6: {'lockdown': False, 'mask': False}, 7: {'lockdown': False, 'mask': False}, 8: {'lockdown': False, 'mask': False}, 9: {'lockdown': False, 'mask': False}, 10: {'lockdown': False, 'mask': False}, 11: {'lockdown': False, 'mask': False}, 12: {'lockdown': False, 'mask': False}, 13: {'lockdown': False, 'mask': False}, 14: {'lockdown': False, 'mask': False}, 15: {'lockdown': False, 'mask': False}, 16: {'lockdown': False, 'mask': False}, 17: {'lockdown': False, 'mask': False}, 18: {'lockdown': False, 'mask': False}, 19: {'lockdown': False, 'mask': False}, 20: {'lockdown': False, 'mask': False}, 21: {'lockdown': False, 'mask': False}, 22: {'lockdown': False, 'mask': False}, 23: {'lockdown': False, 'mask': False}, 24: {'lockdown': False, 'mask': False}}"
149,"{0: {'lockdown': False, 'mask': False}, 1: {'lockdown': False, 'mask': False}, 2: {'lockdown': False, 'mask': False}, 3: {'lockdown': False, 'mask': False}, 4: {'lockdown': False, 'mask': False}, 5: {'lockdown': False, 'mask': False}, 6: {'lockdown': False, 'mask': False}, 7: {'lockdown': False, 'mask': False}, 8: {'lockdown': False, 'mask': False}, 9: {'lockdown': False, 'mask': False}, 10: {'lockdown': False, 'mask': False}, 11: {'lockdown': False, 'mask': False}, 12: {'lockdown': False, 'mask': False}, 13: {'lockdown': False, 'mask': False}, 14: {'lockdown': False, 'mask': False}, 15: {'lockdown': False, 'mask': False}, 16: {'lockdown': False, 'mask': False}, 17: {'lockdown': False, 'mask': False}, 18: {'lockdown': False, 'mask': False}, 19: {'lockdown': False, 'mask': False}, 20: {'lockdown': False, 'mask': False}, 21: {'lockdown': False, 'mask': False}, 22: {'lockdown': False, 'mask': False}, 23: {'lockdown': False, 'mask': False}, 24: {'lockdown': False, 'mask': False}}"
150,"{0: {'lockdown': False, 'mask': False}, 1: {'lockdown': False, 'mask': False}, 2: {'lockdown': False, 'mask': False}, 3: {'lockdown': False, 'mask': False}, 4: {'lockdown': False, 'mask': False}, 5: {'lockdown': False, 'mask': False}, 6: {'lockdown': False, 'mask': False}, 7: {'lockdown': False, 'mask': False}, 8: {'lockdown': False, 'mask': False}, 9: {'lockdown': False, 'mask': False}, 10: {'lockdown': False, 'mask': False}, 11: {'lockdown': False, 'mask': False}, 12: {'lockdown': False, 'mask': False}, 13: {'lockdown': False, 'mask': False}, 14: {'lockdown': False, 'mask': False}, 15: {'lockdown': False, 'mask': False}, 16: {'lockdown': False, 'mask': False}, 17: {'lockdown': False, 'mask': False}, 18: {'lockdown': False, 'mask': False}, 19: {'lockdown': False, 'mask': False}, 20: {'lockdown': False, 'mask': False}, 21: {'lockdown': False, 'mask': False}, 22: {'lockdown': False, 'mask': False}, 23: {'lockdown': False, 'mask': False}, 24: {'lockdown': False, 'mask': False}}"
151,"{0: {'lockdown': False, 'mask': False}, 1: {'lockdown': False, 'mask': False}, 2: {'lockdown': False, 'mask': False}, 3: {'lockdown': False, 'mask': False}, 4: {'lockdown': False, 'mask': False}, 5: {'lockdown': False, 'mask': False}, 6: {'lockdown': False, 'mask': False}, 7: {'lockdown': False, 'mask': False}, 8: {'lockdown': False, 'mask': False}, 9: {'lockdown': False, 'mask': False}, 10: {'lockdown': False, 'mask': False}, 11: {'lockdown': False, 'mask': False}, 12: {'lockdown': False, 'mask': False}, 13: {'lockdown': False, 'mask': False}, 14: {'lockdown': False, 'mask': False}, 15: {'lockdown': False, 'mask': False}, 16: {'lockdown': False, 'mask': False}, 17: {'lockdown': False, 'mask': False}, 18: {'lockdown': False, 'mask': False}, 19: {'lockdown': False, 'mask': False}, 20: {'lockdown': False, 'mask': False}, 21: {'lockdown': False, 'mask': False}, 22: {'lockdown': False, 'mask': False}, 23: {'lockdown': False, 'mask': False}, 24: {'lockdown': False, 'mask': False}}"
152,"{0: {'lockdown': False, 'mask': False}, 1: {'lockdown': False, 'mask': False}, 2: {'lockdown': False, 'mask': False}, 3: {'lockdown': False, 'mask': False}, 4: {'lockdown': False, 'mask': False}, 5: {'lockdown': False, 'mask': False}, 6: {'lockdown': False, 'mask': False}, 7: {'lockdown': False, 'mask': False}, 8: {'lockdown': False, 'mask': False}, 9: {'lockdown': False, 'mask': False}, 10: {'lockdown': False, 'mask': False}, 11: {'lockdown': False, 'mask': False}, 12: {'lockdown': False, 'mask': False}, 13: {'lockdown': False, 'mask': False}, 14: {'lockdown': False, 'mask': False}, 15: {'lockdown': False, 'mask': False}, 16: {'lockdown': False, 'mask': False}, 17: {'lockdown': False, 'mask': False}, 18: {'lockdown': False, 'mask': False}, 19: {'lockdown': False, 'mask': False}, 20: {'lockdown': False, 'mask': False}, 21: {'lockdown': False, 'mask': False}, 22: {'lockdown': False, 'mask': False}, 23: {'lockdown': False, 'mask': False}, 24: {'lockdown': False, 'mask': False}}"
153,"{0: {'lockdown': False, 'mask': False}, 1: {'lockdown': False, 'mask': False}, 2: {'lockdown': False, 'mask': False}, 3: {'lockdown': False, 'mask': False}, 4: {'lockdown': False, 'mask': False}, 5: {'lockdown': False, 'mask': False}, 6: {'lockdown': False, 'mask': False}, 7: {'lockdown': False, 'mask': False}, 8: {'lockdown': False, 'mask': False}, 9: {'lockdown': False, 'mask': False}, 10: {'lockdown': False, 'mask': False}, 11: {'lockdown': False, 'mask': False}, 12: {'lockdown': False, 'mask': False}, 13: {'lockdown': False, 'mask': False}, 14: {'lockdown': False, 'mask': False}, 15: {'lockdown': False, 'mask': False}, 16: {'lockdown': False, 'mask': False}, 17: {'lockdown': False, 'mask': False}, 18: {'lockdown': False, 'mask': False}, 19: {'lockdown': False, 'mask': False}, 20: {'lockdown': False, 'mask': False}, 21: {'lockdown': False, 'mask': False}, 22: {'lockdown': False, 'mask': False}, 23: {'lockdown': False, 'mask': False}, 24: {'lockdown': False, 'mask': False}}"
154,"{0: {'lockdown': False, 'mask': False}, 1: {'lockdown': False, 'mask': False}, 2: {'lockdown': False, 'mask': False}, 3: {'lockdown': False, 'mask': False}, 4: {'lockdown': False, 'mask': False}, 5: {'lockdown': False, 'mask': False}, 6: {'lockdown': False, 'mask': False}, 7: {'lockdown': False, 'mask': False}, 8: {'lockdown': False, 'mask': False}, 9: {'lockdown': False, 'mask': False}, 10: {'lockdown': False, 'mask': False}, 11: {'lockdown': False, 'mask': False}, 12: {'lockdown': False, 'mask': False}, 13: {'lockdown': False, 'mask': False}, 14: {'lockdown': False, 'mask': False}, 15: {'lockdown': False, 'mask': False}, 16: {'lockdown': False, 'mask': False}, 17: {'lockdown': False, 'mask': False}, 18: {'lockdown': False, 'mask': False}, 19: {'lockdown': False, 'mask': False}, 20: {'lockdown': False, 'mask': False}, 21: {'lockdown': False, 'mask': False}, 22: {'lockdown': False, 'mask': False}, 23: {'lockdown': False, 'mask': False}, 24: {'lockdown': False, 'mask': False}}"
155,"{0: {'lockdown': False, 'mask': False}, 1: {'lockdown': False, 'mask': False}, 2: {'lockdown': False, 'mask': False}, 3: {'lockdown': False, 'mask': False}, 4: {'lockdown': False, 'mask': False}, 5: {'lockdown': False, 'mask': False}, 6: {'lockdown': False, 'mask': False}, 7: {'lockdown': False, 'mask': False}, 8: {'lockdown': False, 'mask': False}, 9: {'lockdown': False, 'mask': False}, 10: {'lockdown': False, 'mask': False}, 11: {'lockdown': False, 'mask': False}, 12: {'lockdown': False, 'mask': False}, 13: {'lockdown': False, 'mask': False}, 14: {'lockdown': False, 'mask': False}, 15: {'lockdown': False, 'mask': False}, 16: {'lockdown': False, 'mask': False}, 17: {'lockdown': False, 'mask': False}, 18: {'lockdown': False, 'mask': False}, 19: {'lockdown': False, 'mask': False}, 20: {'lockdown': False, 'mask': False}, 21: {'lockdown': False, 'mask': False}, 22: {'lockdown': False, 'mask': False}, 23: {'lockdown': False, 'mask': False}, 24: {'lockdown': False, 'mask': False}}"
156,"{0: {'lockdown': False, 'mask': False}, 1: {'lockdown': False, 'mask': False}, 2: {'lockdown': False, 'mask': False}, 3: {'lockdown': False, 'mask': False}, 4: {'lockdown': False, 'mask': False}, 5: {'lockdown': False, 'mask': False}, 6: {'lockdown': False, 'mask': False}, 7: {'lockdown': False, 'mask': False}, 8: {'lockdown': False, 'mask': False}, 9: {'lockdown': False, 'mask': False}, 10: {'lockdown': False, 'mask': False}, 11: {'lockdown': False, 'mask': False}, 12: {'lockdown': False, 'mask': False}, 13: {'lockdown': False, 'mask': False}, 14: {'lockdown': False, 'mask': False}, 15: {'lockdown': False, 'mask': False}, 16: {'lockdown': False, 'mask': False}, 17: {'lockdown': False, 'mask': False}, 18: {'lockdown': False, 'mask': False}, 19: {'lockdown': False, 'mask': False}, 20: {'lockdown': False, 'mask': False}, 21: {'lockdown': False, 'mask': False}, 22: {'lockdown': False, 'mask': False}, 23: {'lockdown': False, 'mask': False}, 24: {'lockdown': False, 'mask': False}}"
157,"{0: {'lockdown': False, 'mask': False}, 1: {'lockdown': False, 'mask': False}, 2: {'lockdown': False, 'mask': False}, 3: {'lockdown': False, 'mask': False}, 4: {'lockdown': False, 'mask': False}, 5: {'lockdown': False, 'mask': False}, 6: {'lockdown': False, 'mask': False}, 7: {'lockdown': False, 'mask': False}, 8: {'lockdown': False, 'mask': False}, 9: {'lockdown': False, 'mask': False}, 10: {'lockdown': False, 'mask': False}, 11: {'lockdown': False, 'mask': False}, 12: {'lockdown': False, 'mask': False}, 13: {'lockdown': False, 'mask': False}, 14: {'lockdown': False, 'mask': False}, 15: {'lockdown': False, 'mask': False}, 16: {'lockdown': False, 'mask': False}, 17: {'lockdown': False, 'mask': False}, 18: {'lockdown': False, 'mask': False}, 19: {'lockdown': False, 'mask': False}, 20: {'lockdown': False, 'mask': False}, 21: {'lockdown': False, 'mask': False}, 22: {'lockdown': False, 'mask': False}, 23: {'lockdown': False, 'mask': False}, 24: {'lockdown': False, 'mask': False}}"
158,"{0: {'lockdown': False, 'mask': False}, 1: {'lockdown': False, 'mask': False}, 2: {'lockdown': False, 'mask': False}, 3: {'lockdown': False, 'mask': False}, 4: {'lockdown': False, 'mask': False}, 5: {'lockdown': False, 'mask': False}, 6: {'lockdown': False, 'mask': False}, 7: {'lockdown': False, 'mask': False}, 8: {'lockdown': False, 'mask': False}, 9: {'lockdown': False, 'mask': False}, 10: {'lockdown': False, 'mask': False}, 11: {'lockdown': False, 'mask': False}, 12: {'lockdown': False, 'mask': False}, 13: {'lockdown': False, 'mask': False}, 14: {'lockdown': False, 'mask': False}, 15: {'lockdown': False, 'mask': False}, 16: {'lockdown': False, 'mask': False}, 17: {'lockdown': False, 'mask': False}, 18: {'lockdown': False, 'mask': False}, 19: {'lockdown': False, 'mask': False}, 20: {'lockdown': False, 'mask': False}, 21: {'lockdown': False, 'mask': False}, 22: {'lockdown': False, 'mask': False}, 23: {'lockdown': False, 'mask': False}, 24: {'lockdown': False, 'mask': False}}"
159,"{0: {'lockdown': False, 'mask': False}, 1: {'lockdown': False, 'mask': False}, 2: {'lockdown': False, 'mask': False}, 3: {'lockdown': False, 'mask': False}, 4: {'lockdown': False, 'mask': False}, 5: {'lockdown': False, 'mask': False}, 6: {'lockdown': False, 'mask': False}, 7: {'lockdown': False, 'mask': False}, 8: {'lockdown': False, 'mask': False}, 9: {'lockdown': False, 'mask': False}, 10: {'lockdown': False, 'mask': False}, 11: {'lockdown': False, 'mask': False}, 12: {'lockdown': False, 'mask': False}, 13: {'lockdown': False, 'mask': False}, 14: {'lockdown': False, 'mask': False}, 15: {'lockdown': False, 'mask': False}, 16: {'lockdown': False, 'mask': False}, 17: {'lockdown': False, 'mask': False}, 18: {'lockdown': False, 'mask': False}, 19: {'lockdown': False, 'mask': False}, 20: {'lockdown': False, 'mask': False}, 21: {'lockdown': False, 'mask': False}, 22: {'lockdown': False, 'mask': False}, 23: {'lockdown': False, 'mask': False}, 24: {'lockdown': False, 'mask': False}}"
160,"{0: {'lockdown': False, 'mask': False}, 1: {'lockdown': False, 'mask': False}, 2: {'lockdown': False, 'mask': False}, 3: {'lockdown': False, 'mask': False}, 4: {'lockdown': False, 'mask': False}, 5: {'lockdown': False, 'mask': False}, 6: {'lockdown': False, 'mask': False}, 7: {'lockdown': False, 'mask': False}, 8: {'lockdown': False, 'mask': False}, 9: {'lockdown': False, 'mask': False}, 10: {'lockdown': False, 'mask': False}, 11: {'lockdown': False, 'mask': False}, 12: {'lockdown': False, 'mask': False}, 13: {'lockdown': False, 'mask': False}, 14: {'lockdown': False, 'mask': False}, 15: {'lockdown': False, 'mask': False}, 16: {'lockdown': False, 'mask': False}, 17: {'lockdown': False, 'mask': False}, 18: {'lockdown': False, 'mask': False}, 19: {'lockdown': False, 'mask': False}, 20: {'lockdown': False, 'mask': False}, 21: {'lockdown': False, 'mask': False}, 22: {'lockdown': False, 'mask': False}, 23: {'lockdown': False, 'mask': False}, 24: {'lockdown': False, 'mask': False}}"
161,"{0: {'lockdown': False, 'mask': False}, 1: {'lockdown': False, 'mask': False}, 2: {'lockdown': False, 'mask': False}, 3: {'lockdown': False, 'mask': False}, 4: {'lockdown': False, 'mask': False}, 5: {'lockdown': False, 'mask': False}, 6: {'lockdown': False, 'mask': False}, 7: {'lockdown': False, 'mask': False}, 8: {'lockdown': False, 'mask': False}, 9: {'lockdown': False, 'mask': False}, 10: {'lockdown': False, 'mask': False}, 11: {'lockdown': False, 'mask': False}, 12: {'lockdown': False, 'mask': False}, 13: {'lockdown': False, 'mask': False}, 14: {'lockdown': False, 'mask': False}, 15: {'lockdown': False, 'mask': False}, 16: {'lockdown': False, 'mask': False}, 17: {'lockdown': False, 'mask': False}, 18: {'lockdown': False, 'mask': False}, 19: {'lockdown': False, 'mask': False}, 20: {'lockdown': False, 'mask': False}, 21: {'lockdown': False, 'mask': False}, 22: {'lockdown': False, 'mask': False}, 23: {'lockdown': False, 'mask': False}, 24: {'lockdown': False, 'mask': False}}"
162,"{0: {'lockdown': False, 'mask': False}, 1: {'lockdown': False, 'mask': False}, 2: {'lockdown': False, 'mask': False}, 3: {'lockdown': False, 'mask': False}, 4: {'lockdown': False, 'mask': False}, 5: {'lockdown': False, 'mask': False}, 6: {'lockdown': False, 'mask': False}, 7: {'lockdown': False, 'mask': False}, 8: {'lockdown': False, 'mask': False}, 9: {'lockdown': False, 'mask': False}, 10: {'lockdown': False, 'mask': False}, 11: {'lockdown': False, 'mask': False}, 12: {'lockdown': False, 'mask': False}, 13: {'lockdown': False, 'mask': False}, 14: {'lockdown': False, 'mask': False}, 15: {'lockdown': False, 'mask': False}, 16: {'lockdown': False, 'mask': False}, 17: {'lockdown': False, 'mask': False}, 18: {'lockdown': False, 'mask': False}, 19: {'lockdown': False, 'mask': False}, 20: {'lockdown': False, 'mask': False}, 21: {'lockdown': False, 'mask': False}, 22: {'lockdown': False, 'mask': False}, 23: {'lockdown': False, 'mask': False}, 24: {'lockdown': False, 'mask': False}}"
163,"{0: {'lockdown': False, 'mask': False}, 1: {'lockdown': False, 'mask': False}, 2: {'lockdown': False, 'mask': False}, 3: {'lockdown': False, 'mask': False}, 4: {'lockdown': False, 'mask': False}, 5: {'lockdown': False, 'mask': False}, 6: {'lockdown': False, 'mask': False}, 7: {'lockdown': False, 'mask': False}, 8: {'lockdown': False, 'mask': False}, 9: {'lockdown': False, 'mask': False}, 10: {'lockdown': False, 'mask': False}, 11: {'lockdown': False, 'mask': False}, 12: {'lockdown': False, 'mask': False}, 13: {'lockdown': False, 'mask': False}, 14: {'lockdown': False, 'mask': False}, 15: {'lockdown': False, 'mask': False}, 16: {'lockdown': False, 'mask': False}, 17: {'lockdown': False, 'mask': False}, 18: {'lockdown': False, 'mask': False}, 19: {'lockdown': False, 'mask': False}, 20: {'lockdown': False, 'mask': False}, 21: {'lockdown': False, 'mask': False}, 22: {'lockdown': False, 'mask': False}, 23: {'lockdown': False, 'mask': False}, 24: {'lockdown': False, 'mask': False}}"
164,"{0: {'lockdown': False, 'mask': False}, 1: {'lockdown': False, 'mask': False}, 2: {'lockdown': False, 'mask': False}, 3: {'lockdown': False, 'mask': False}, 4: {'lockdown': False, 'mask': False}, 5: {'lockdown': False, 'mask': False}, 6: {'lockdown': False, 'mask': False}, 7: {'lockdown': False, 'mask': False}, 8: {'lockdown': False, 'mask': False}, 9: {'lockdown': False, 'mask': False}, 10: {'lockdown': False, 'mask': False}, 11: {'lockdown': False, 'mask': False}, 12: {'lockdown': False, 'mask': False}, 13: {'lockdown': False, 'mask': False}, 14: {'lockdown': False, 'mask': False}, 15: {'lockdown': False, 'mask': False}, 16: {'lockdown': False, 'mask': False}, 17: {'lockdown': False, 'mask': False}, 18: {'lockdown': False, 'mask': False}, 19: {'lockdown': False, 'mask': False}, 20: {'lockdown': False, 'mask': False}, 21: {'lockdown': False, 'mask': False}, 22: {'lockdown': False, 'mask': False}, 23: {'lockdown': False, 'mask': False}, 24: {'lockdown': False, 'mask': False}}"
165,"{0: {'lockdown': False, 'mask': False}, 1: {'lockdown': False, 'mask': False}, 2: {'lockdown': False, 'mask': False}, 3: {'lockdown': False, 'mask': False}, 4: {'lockdown': False, 'mask': False}, 5: {'lockdown': False, 'mask': False}, 6: {'lockdown': False, 'mask': False}, 7: {'lockdown': False, 'mask': False}, 8: {'lockdown': False, 'mask': False}, 9: {'lockdown': False, 'mask': False}, 10: {'lockdown': False, 'mask': False}, 11: {'lockdown': False, 'mask': False}, 12: {'lockdown': False, 'mask': False}, 13: {'lockdown': False, 'mask': False}, 14: {'lockdown': False, 'mask': False}, 15: {'lockdown': False, 'mask': False}, 16: {'lockdown': False, 'mask': False}, 17: {'lockdown': False, 'mask': False}, 18: {'lockdown': False, 'mask': False}, 19: {'lockdown': False, 'mask': False}, 20: {'lockdown': False, 'mask': False}, 21: {'lockdown': False, 'mask': False}, 22: {'lockdown': False, 'mask': False}, 23: {'lockdown': False, 'mask': False}, 24: {'lockdown': False, 'mask': False}}"
166,"{0: {'lockdown': False, 'mask': False}, 1: {'lockdown': False, 'mask': False}, 2: {'lockdown': False, 'mask': False}, 3: {'lockdown': False, 'mask': False}, 4: {'lockdown': False, 'mask': False}, 5: {'lockdown': False, 'mask': False}, 6: {'lockdown': False, 'mask': False}, 7: {'lockdown': False, 'mask': False}, 8: {'lockdown': False, 'mask': False}, 9: {'lockdown': False, 'mask': False}, 10: {'lockdown': False, 'mask': False}, 11: {'lockdown': False, 'mask': False}, 12: {'lockdown': False, 'mask': False}, 13: {'lockdown': False, 'mask': False}, 14: {'lockdown': False, 'mask': False}, 15: {'lockdown': False, 'mask': False}, 16: {'lockdown': False, 'mask': False}, 17: {'lockdown': False, 'mask': False}, 18: {'lockdown': False, 'mask': False}, 19: {'lockdown': False, 'mask': False}, 20: {'lockdown': False, 'mask': False}, 21: {'lockdown': False, 'mask': False}, 22: {'lockdown': False, 'mask': False}, 23: {'lockdown': False, 'mask': False}, 24: {'lockdown': False, 'mask': False}}"
167,"{0: {'lockdown': False, 'mask': False}, 1: {'lockdown': False, 'mask': False}, 2: {'lockdown': False, 'mask': False}, 3: {'lockdown': False, 'mask': False}, 4: {'lockdown': False, 'mask': False}, 5: {'lockdown': False, 'mask': False}, 6: {'lockdown': False, 'mask': False}, 7: {'lockdown': False, 'mask': False}, 8: {'lockdown': False, 'mask': False}, 9: {'lockdown': False, 'mask': False}, 10: {'lockdown': False, 'mask': False}, 11: {'lockdown': False, 'mask': False}, 12: {'lockdown': False, 'mask': False}, 13: {'lockdown': False, 'mask': False}, 14: {'lockdown': False, 'mask': False}, 15: {'lockdown': False, 'mask': False}, 16: {'lockdown': False, 'mask': False}, 17: {'lockdown': False, 'mask': False}, 18: {'lockdown': False, 'mask': False}, 19: {'lockdown': False, 'mask': False}, 20: {'lockdown': False, 'mask': False}, 21: {'lockdown': False, 'mask': False}, 22: {'lockdown': False, 'mask': False}, 23: {'lockdown': False, 'mask': False}, 24: {'lockdown': False, 'mask': False}}"
