step,district_policies
11,"{0: {'lockdown': False, 'mask': False}, 1: {'lockdown': False, 'mask': False}, 2: {'lockdown': False, 'mask': False}, 3: {'lockdown': False, 'mask': False}, 4: {'lockdown': False, 'mask': False}, 5: {'lockdown': False, 'mask': False}, 6: {'lockdown': False, 'mask': False}, 7: {'lockdown': False, 'mask': False}, 8: {'lockdown': False, 'mask': False}, 9: {'lockdown': False, 'mask': False}, 10: {'lockdown': False, 'mask': False}, 11: {'lockdown': False, 'mask': False}, 12: {'lockdown': False, 'mask': False}, 13: {'lockdown': False, 'mask': False}, 14: {'lockdown': False, 'mask': False}, 15: {'lockdown': False, 'mask': False}, 16: {'lockdown': False, 'mask': False}, 17: {'lockdown': False, 'mask': False}, 18: {'lockdown': False, 'mask': False}, 19: {'lockdown': False, 'mask': False}, 20: {'lockdown': False, 'mask': False}, 21: {'lockdown': False, 'mask': False}, 22: {'lockdown': False, 'mask': False}, 23: {'lockdown': False, 'mask': False}, 24: {'lockdown': False, 'mask': False}}"
12,"{0: {'lockdown': False, 'mask': False}, 1: {'lockdown': False, 'mask': False}, 2: {'lockdown': False, 'mask': False}, 3: {'lockdown': False, 'mask': False}, 4: {'lockdown': False, 'mask': False}, 5: {'lockdown': False, 'mask': False}, 6: {'lockdown': False, 'mask': False}, 7: {'lockdown': False, 'mask': False}, 8: {'lockdown': False, 'mask': False}, 9: {'lockdown': False, 'mask': False}, 10: {'lockdown': False, 'mask': False}, 11: {'lockdown': False, 'mask': False}, 12: {'lockdown': False, 'mask': False}, 13: {'lockdown': False, 'mask': False}, 14: {'lockdown': False, 'mask': False}, 15: {'lockdown': False, 'mask': False}, 16: {'lockdown': False, 'mask': False}, 17: {'lockdown': False, 'mask': False}, 18: {'lockdown': False, 'mask': False}, 19: {'lockdown': False, 'mask': False}, 20: {'lockdown': False, 'mask': False}, 21: {'lockdown': False, 'mask': False}, 22: {'lockdown': False, 'mask': False}, 23: {'lockdown': False, 'mask': False}, 24: {'lockdown': False, 'mask': False}}"
13,"{0: {'lockdown': False, 'mask': False}, 1: {'lockdown': False, 'mask': False}, 2: {'lockdown': False, 'mask': False}, 3: {'lockdown': False, 'mask': False}, 4: {'lockdown': False, 'mask': False}, 5: {'lockdown': False, 'mask': False}, 6: {'lockdown': False, 'mask': False}, 7: {'lockdown': False, 'mask': False}, 8: {'lockdown': False, 'mask': False}, 9: {'lockdown': False, 'mask': False}, 10: {'lockdown': False, 'mask': False}, 11: {'lockdown': False, 'mask': False}, 12: {'lockdown': False, 'mask': False}, 13: {'lockdown': False, 'mask': False}, 14: {'lockdown': False, 'mask': False}, 15: {'lockdown': False, 'mask': False}, 16: {'lockdown': False, 'mask': False}, 17: {'lockdown': False, 'mask': False}, 18: {'lockdown': False, 'mask': False}, 19: {'lockdown': False, 'mask': False}, 20: {'lockdown': False, 'mask': False}, 21: {'lockdown': False, 'mask': False}, 22: {'lockdown': False, 'mask': False}, 23: {'lockdown': False, 'mask': False}, 24: {'lockdown': False, 'mask': False}}"
14,"{0: {'lockdown': False, 'mask': False}, 1: {'lockdown': False, 'mask': False}, 2: {'lockdown': False, 'mask': False}, 3: {'lockdown': False, 'mask': False}, 4: {'lockdown': False, 'mask': False}, 5: {'lockdown': False, 'mask': False}, 6: {'lockdown': False, 'mask': False}, 7: {'lockdown': False, 'mask': False}, 8: {'lockdown': False, 'mask': False}, 9: {'lockdown': False, 'mask': False}, 10: {'lockdown': False, 'mask': False}, 11: {'lockdown': False, 'mask': False}, 12: {'lockdown': False, 'mask': False}, 13: {'lockdown': False, 'mask': False}, 14: {'lockdown': False, 'mask': False}, 15: {'lockdown': False, 'mask': False}, 16: {'lockdown': False, 'mask': False}, 17: {'lockdown': False, 'mask': False}, 18: {'lockdown': False, 'mask': False}, 19: {'lockdown': False, 'mask': False}, 20: {'lockdown': False, 'mask': False}, 21: {'lockdown': False, 'mask': False}, 22: {'lockdown': False, 'mask': False}, 23: {'lockdown': False, 'mask': False}, 24: {'lockdown': False, 'mask': False}}"
15,"{0: {'lockdown': False, 'mask': False}, 1: {'lockdown': False, 'mask': False}, 2: {'lockdown': False, 'mask': False}, 3: {'lockdown': False, 'mask': False}, 4: {'lockdown': False, 'mask': False}, 5: {'lockdown': False, 'mask': False}, 6: {'lockdown': False, 'mask': False}, 7: {'lockdown': False, 'mask': False}, 8: {'lockdown': False, 'mask': False}, 9: {'lockdown': False, 'mask': False}, 10: {'lockdown': False, 'mask': False}, 11: {'lockdown': False, 'mask': False}, 12: {'lockdown': False, 'mask': False}, 13: {'lockdown': False, 'mask': False}, 14: {'lockdown': False, 'mask': False}, 15: {'lockdown': False, 'mask': False}, 16: {'lockdown': False, 'mask': False}, 17: {'lockdown': False, 'mask': False}, 18: {'lockdown': False, 'mask': False}, 19: {'lockdown': False, 'mask': False}, 20: {'lockdown': False, 'mask': False}, 21: {'lockdown': False, 'mask': False}, 22: {'lockdown': False, 'mask': False}, 23: {'lockdown': False, 'mask': False}, 24: {'lockdown': False, 'mask': False}}"
16,"{0: {'lockdown': False, 'mask': False}, 1: {'lockdown': False, 'mask': False}, 2: {'lockdown': False, 'mask': False}, 3: {'lockdown': False, 'mask': False}, 4: {'lockdown': False, 'mask': False}, 5: {'lockdown': False, 'mask': False}, 6: {'lockdown': False, 'mask': False}, 7: {'lockdown': False, 'mask': False}, 8: {'lockdown': False, 'mask': False}, 9: {'lockdown': False, 'mask': False}, 10: {'lockdown': False, 'mask': False}, 11: {'lockdown': False, 'mask': False}, 12: {'lockdown': False, 'mask': False}, 13: {'lockdown': False, 'mask': False}, 14: {'lockdown': False, 'mask': False}, 15: {'lockdown': False, 'mask': False}, 16: {'lockdown': False, 'mask': False}, 17: {'lockdown': False, 'mask': False}, 18: {'lockdown': False, 'mask': False}, 19: {'lockdown': False, 'mask': False}, 20: {'lockdown': False, 'mask': False}, 21: {'lockdown': False, 'mask': False}, 22: {'lockdown': False, 'mask': False}, 23: {'lockdown': False, 'mask': False}, 24: {'lockdown': False, 'mask': False}}"
17,"{0: {'lockdown': False, 'mask': False}, 1: {'lockdown': False, 'mask': False}, 2: {'lockdown': False, 'mask': False}, 3: {'lockdown': False, 'mask': False}, 4: {'lockdown': False, 'mask': False}, 5: {'lockdown': False, 'mask': False}, 6: {'lockdown': False, 'mask': False}, 7: {'lockdown': False, 'mask': False}, 8: {'lockdown': False, 'mask': False}, 9: {'lockdown': False, 'mask': False}, 10: {'lockdown': False, 'mask': False}, 11: {'lockdown': False, 'mask': False}, 12: {'lockdown': False, 'mask': False}, 13: {'lockdown': False, 'mask': False}, 14: {'lockdown': False, 'mask': False}, 15: {'lockdown': False, 'mask': False}, 16: {'lockdown': False, 'mask': False}, 17: {'lockdown': False, 'mask': False}, 18: {'lockdown': False, 'mask': False}, 19: {'lockdown': False, 'mask': False}, 20: {'lockdown': False, 'mask': False}, 21: {'lockdown': False, 'mask': False}, 22: {'lockdown': False, 'mask': False}, 23: {'lockdown': False, 'mask': False}, 24: {'lockdown': False, 'mask': False}}"
18,"{0: {'lockdown': False, 'mask': False}, 1: {'lockdown': False, 'mask': False}, 2: {'lockdown': False, 'mask': False}, 3: {'lockdown': False, 'mask': False}, 4: {'lockdown': False, 'mask': False}, 5: {'lockdown': False, 'mask': False}, 6: {'lockdown': False, 'mask': False}, 7: {'lockdown': False, 'mask': False}, 8: {'lockdown': False, 'mask': False}, 9: {'lockdown': False, 'mask': False}, 10: {'lockdown': False, 'mask': False}, 11: {'lockdown': False, 'mask': False}, 12: {'lockdown': False, 'mask': False}, 13: {'lockdown': False, 'mask': False}, 14: {'lockdown': False, 'mask': False}, 15: {'lockdown': False, 'mask': False}, 16: {'lockdown': False, 'mask': False}, 17: {'lockdown': False, 'mask': False}, 18: {'lockdown': False, 'mask': False}, 19: {'lockdown': False, 'mask': False}, 20: {'lockdown': False, 'mask': False}, 21: {'lockdown': False, 'mask': False}, 22: {'lockdown': False, 'mask': False}, 23: {'lockdown': False, 'mask': False}, 24: {'lockdown': False, 'mask': False}}"
19,"{0: {'lockdown': False, 'mask': False}, 1: {'lockdown': False, 'mask': False}, 2: {'lockdown': False, 'mask': False}, 3: {'lockdown': False, 'mask': False}, 4: {'lockdown': False, 'mask': False}, 5: {'lockdown': False, 'mask': False}, 6: {'lockdown': False, 'mask': False}, 7: {'lockdown': False, 'mask': False}, 8: {'lockdown': False, 'mask': False}, 9: {'lockdown': False, 'mask': False}, 10: {'lockdown': False, 'mask': False}, 11: {'lockdown': False, 'mask': False}, 12: {'lockdown': False, 'mask': False}, 13: {'lockdown': False, 'mask': False}, 14: {'lockdown': False, 'mask': False}, 15: {'lockdown': False, 'mask': False}, 16: {'lockdown': False, 'mask': False}, 17: {'lockdown': False, 'mask': False}, 18: {'lockdown': False, 'mask': False}, 19: {'lockdown': False, 'mask': False}, 20: {'lockdown': False, 'mask': False}, 21: {'lockdown': False, 'mask': False}, 22: {'lockdown': False, 'mask': False}, 23: {'lockdown': False, 'mask': False}, 24: {'lockdown': False, 'mask': False}}"
20,"{0: {'lockdown': False, 'mask': False}, 1: {'lockdown': False, 'mask': False}, 2: {'lockdown': False, 'mask': False}, 3: {'lockdown': False, 'mask': False}, 4: {'lockdown': False, 'mask': False}, 5: {'lockdown': False, 'mask': False}, 6: {'lockdown': False, 'mask': False}, 7: {'lockdown': False, 'mask': False}, 8: {'lockdown': False, 'mask': False}, 9: {'lockdown': False, 'mask': False}, 10: {'lockdown': False, 'mask': False}, 11: {'lockdown': False, 'mask': False}, 12: {'lockdown': False, 'mask': False}, 13: {'lockdown': False, 'mask': False}, 14: {'lockdown': False, 'mask': False}, 15: {'lockdown': False, 'mask': False}, 16: {'lockdown': False, 'mask': False}, 17: {'lockdown': False, 'mask': False}, 18: {'lockdown': False, 'mask': False}, 19: {'lockdown': False, 'mask': False}, 20: {'lockdown': False, 'mask': False}, 21: {'lockdown': False, 'mask': False}, 22: {'lockdown': False, 'mask': False}, 23: {'lockdown': False, 'mask': False}, 24: {'lockdown': False, 'mask': False}}"
21,"{0: {'lockdown': False, 'mask': False}, 1: {'lockdown': False, 'mask': False}, 2: {'lockdown': False, 'mask': False}, 3: {'lockdown': False, 'mask': False}, 4: {'lockdown': False, 'mask': False}, 5: {'lockdown': False, 'mask': False}, 6: {'lockdown': False, 'mask': False}, 7: {'lockdown': False, 'mask': False}, 8: {'lockdown': False, 'mask': False}, 9: {'lockdown': False, 'mask': False}, 10: {'lockdown': False, 'mask': False}, 11: {'lockdown': False, 'mask': False}, 12: {'lockdown': False, 'mask': False}, 13: {'lockdown': False, 'mask': False}, 14: {'lockdown': False, 'mask': False}, 15: {'lockdown': False, 'mask': False}, 16: {'lockdown': False, 'mask': False}, 17: {'lockdown': False, 'mask': False}, 18: {'lockdown': False, 'mask': False}, 19: {'lockdown': False, 'mask': False}, 20: {'lockdown': False, 'mask': False}, 21: {'lockdown': False, 'mask': False}, 22: {'lockdown': False, 'mask': False}, 23: {'lockdown': False, 'mask': False}, 24: {'lockdown': False, 'mask': False}}"
22,"{0: {'lockdown': False, 'mask': False}, 1: {'lockdown': False, 'mask': False}, 2: {'lockdown': False, 'mask': False}, 3: {'lockdown': False, 'mask': False}, 4: {'lockdown': False, 'mask': False}, 5: {'lockdown': False, 'mask': False}, 6: {'lockdown': False, 'mask': False}, 7: {'lockdown': False, 'mask': False}, 8: {'lockdown': False, 'mask': False}, 9: {'lockdown': False, 'mask': False}, 10: {'lockdown': False, 'mask': False}, 11: {'lockdown': False, 'mask': False}, 12: {'lockdown': False, 'mask': False}, 13: {'lockdown': False, 'mask': False}, 14: {'lockdown': False, 'mask': False}, 15: {'lockdown': False, 'mask': False}, 16: {'lockdown': False, 'mask': False}, 17: {'lockdown': False, 'mask': False}, 18: {'lockdown': False, 'mask': False}, 19: {'lockdown': False, 'mask': False}, 20: {'lockdown': False, 'mask': False}, 21: {'lockdown': False, 'mask': False}, 22: {'lockdown': False, 'mask': False}, 23: {'lockdown': False, 'mask': False}, 24: {'lockdown': False, 'mask': False}}"
23,"{0: {'lockdown': False, 'mask': False}, 1: {'lockdown': False, 'mask': False}, 2: {'lockdown': False, 'mask': False}, 3: {'lockdown': False, 'mask': False}, 4: {'lockdown': False, 'mask': False}, 5: {'lockdown': False, 'mask': False}, 6: {'lockdown': False, 'mask': False}, 7: {'lockdown': False, 'mask': False}, 8: {'lockdown': False, 'mask': False}, 9: {'lockdown': False, 'mask': False}, 10: {'lockdown': False, 'mask': False}, 11: {'lockdown': False, 'mask': False}, 12: {'lockdown': False, 'mask': False}, 13: {'lockdown': False, 'mask': False}, 14: {'lockdown': False, 'mask': False}, 15: {'lockdown': False, 'mask': False}, 16: {'lockdown': False, 'mask': False}, 17: {'lockdown': False, 'mask': False}, 18: {'lockdown': False, 'mask': False}, 19: {'lockdown': False, 'mask': False}, 20: {'lockdown': False, 'mask': False}, 21: {'lockdown': False, 'mask': False}, 22: {'lockdown': False, 'mask': False}, 23: {'lockdown': False, 'mask': False}, 24: {'lockdown': False, 'mask': False}}"
24,"{0: {'lockdown': False, 'mask': False}, 1: {'lockdown': False, 'mask': False}, 2: {'lockdown': False, 'mask': False}, 3: {'lockdown': False, 'mask': False}, 4: {'lockdown': False, 'mask': False}, 5: {'lockdown': False, 'mask': False}, 6: {'lockdown': False, 'mask': False}, 7: {'lockdown': False, 'mask': False}, 8: {'lockdown': False, 'mask': False}, 9: {'lockdown': False, 'mask': False}, 10: {'lockdown': False, 'mask': False}, 11: {'lockdown': False, 'mask': False}, 12: {'lockdown': False, 'mask': False}, 13: {'lockdown': False, 'mask': False}, 14: {'lockdown': False, 'mask': False}, 15: {'lockdown': False, 'mask': False}, 16: {'lockdown': False, 'mask': False}, 17: {'lockdown': False, 'mask': False}, 18: {'lockdown': False, 'mask': False}, 19: {'lockdown': False, 'mask': False}, 20: {'lockdown': False, 'mask': False}, 21: {'lockdown': False, 'mask': False}, 22: {'lockdown': False, 'mask': False}, 23: {'lockdown': False, 'mask': False}, 24: {'lockdown': False, 'mask': False}}"
25,"{0: {'lockdown': False, 'mask': False}, 1: {'lockdown': False, 'mask': False}, 2: {'lockdown': False, 'mask': False}, 3: {'lockdown': False, 'mask': False}, 4: {'lockdown': False, 'mask': False}, 5: {'lockdown': False, 'mask': False}, 6: {'lockdown': False, 'mask': False}, 7: {'lockdown': False, 'mask': False}, 8: {'lockdown': False, 'mask': False}, 9: {'lockdown': False, 'mask': False}, 10: {'lockdown': False, 'mask': False}, 11: {'lockdown': False, 'mask': False}, 12: {'lockdown': False, 'mask': False}, 13: {'lockdown': False, 'mask': False}, 14: {'lockdown': False, 'mask': False}, 15: {'lockdown': False, 'mask': False}, 16: {'lockdown': False, 'mask': False}, 17: {'lockdown': False, 'mask': False}, 18: {'lockdown': False, 'mask': False}, 19: {'lockdown': False, 'mask': False}, 20: {'lockdown': False, 'mask': False}, 21: {'lockdown': False, 'mask': False}, 22: {'lockdown': False, 'mask': False}, 23: {'lockdown': False, 'mask': False}, 24: {'lockdown': False, 'mask': False}}"
26,"{0: {'lockdown': False, 'mask': False}, 1: {'lockdown': False, 'mask': False}, 2: {'lockdown': False, 'mask': False}, 3: {'lockdown': False, 'mask': False}, 4: {'lockdown': False, 'mask': False}, 5: {'lockdown': False, 'mask': False}, 6: {'lockdown': False, 'mask': False}, 7: {'lockdown': False, 'mask': False}, 8: {'lockdown': False, 'mask': False}, 9: {'lockdown': False, 'mask': False}, 10: {'lockdown': False, 'mask': False}, 11: {'lockdown': False, 'mask': False}, 12: {'lockdown': False, 'mask': False}, 13: {'lockdown': False, 'mask': False}, 14: {'lockdown': False, 'mask': False}, 15: {'lockdown': False, 'mask': False}, 16: {'lockdown': False, 'mask': False}, 17: {'lockdown': False, 'mask': False}, 18: {'lockdown': False, 'mask': False}, 19: {'lockdown': False, 'mask': False}, 20: {'lockdown': False, 'mask': False}, 21: {'lockdown': False, 'mask': False}, 22: {'lockdown': False, 'mask': False}, 23: {'lockdown': False, 'mask': False}, 24: {'lockdown': False, 'mask': False}}"
27,"{0: {'lockdown': False, 'mask': False}, 1: {'lockdown': False, 'mask': False}, 2: {'lockdown': False, 'mask': False}, 3: {'lockdown': False, 'mask': False}, 4: {'lockdown': False, 'mask': False}, 5: {'lockdown': False, 'mask': False}, 6: {'lockdown': False, 'mask': False}, 7: {'lockdown': False, 'mask': False}, 8: {'lockdown': False, 'mask': False}, 9: {'lockdown': False, 'mask': False}, 10: {'lockdown': False, 'mask': False}, 11: {'lockdown': False, 'mask': False}, 12: {'lockdown': False, 'mask': False}, 13: {'lockdown': False, 'mask': False}, 14: {'lockdown': False, 'mask': False}, 15: {'lockdown': False, 'mask': False}, 16: {'lockdown': False, 'mask': False}, 17: {'lockdown': False, 'mask': False}, 18: {'lockdown': False, 'mask': False}, 19: {'lockdown': False, 'mask': False}, 20: {'lockdown': False, 'mask': False}, 21: {'lockdown': False, 'mask': False}, 22: {'lockdown': False, 'mask': False}, 23: {'lockdown': False, 'mask': False}, 24: {'lockdown': False, 'mask': False}}"
