,Susceptible,Exposed,Infected,Recovered,Dead
398,0,0,0,20,70
399,0,0,0,20,70
400,0,0,0,20,70
401,0,0,0,20,70
402,0,0,0,20,70
403,0,0,0,20,70
404,0,0,0,20,70
405,0,0,0,20,70
406,0,0,0,20,70
407,0,0,0,20,70
408,0,0,0,20,70
409,0,0,0,20,70
410,0,0,0,20,70
411,0,0,0,20,70
412,0,0,0,20,70
413,0,0,0,20,70
414,0,0,0,20,70
415,0,0,0,20,70
416,0,0,0,20,70
417,0,0,0,20,70
418,0,0,0,20,70
419,0,0,0,20,70
420,0,0,0,20,70
421,0,0,0,20,70
422,0,0,0,20,70
423,0,0,0,20,70
424,0,0,0,20,70
425,0,0,0,20,70
426,0,0,0,20,70
427,0,0,0,20,70
428,0,0,0,20,70
429,0,0,0,20,70
430,0,0,0,20,70
431,0,0,0,20,70
432,0,0,0,20,70
433,0,0,0,20,70
434,0,0,0,20,70
435,0,0,0,20,70
436,0,0,0,20,70
437,0,0,0,20,70
438,0,0,0,20,70
439,0,0,0,20,70
440,0,0,0,20,70
441,0,0,0,20,70
442,0,0,0,20,70
443,0,0,0,20,70
444,0,0,0,20,70
445,0,0,0,20,70
446,0,0,0,20,70
447,0,0,0,20,70
448,0,0,0,20,70
449,0,0,0,20,70
450,0,0,0,20,70
451,0,0,0,20,70
452,0,0,0,20,70
453,0,0,0,20,70
454,0,0,0,20,70
455,0,0,0,20,70
456,0,0,0,20,70
457,0,0,0,20,70
458,0,0,0,20,70
459,0,0,0,20,70
460,0,0,0,20,70
461,0,0,0,20,70
462,0,0,0,20,70
463,0,0,0,20,70
464,0,0,0,20,70
465,0,0,0,20,70
466,0,0,0,20,70
467,0,0,0,20,70
468,0,0,0,20,70
469,0,0,0,20,70
470,0,0,0,20,70
471,0,0,0,20,70
472,0,0,0,20,70
473,0,0,0,20,70
474,0,0,0,20,70
475,0,0,0,20,70
476,0,0,0,20,70
477,0,0,0,20,70
478,0,0,0,20,70
479,0,0,0,20,70
480,0,0,0,20,70
481,0,0,0,20,70
482,0,0,0,20,70
483,0,0,0,20,70
484,0,0,0,20,70
485,0,0,0,20,70
486,0,0,0,20,70
487,0,0,0,20,70
488,0,0,0,20,70
489,0,0,0,20,70
490,0,0,0,20,70
491,0,0,0,20,70
492,0,0,0,20,70
493,0,0,0,20,70
494,0,0,0,20,70
495,0,0,0,20,70
496,0,0,0,20,70
497,0,0,0,20,70
498,0,0,0,20,70
499,0,0,0,20,70
